,cyc (t),dhw (t),other (t),cyc (t-1),dhw (t-1),other (t-1),cyc (t-2),dhw (t-2),other (t-2),year,longitude,latitude
698,0.9098738135843416,0.3564675004793144,0.28894187953961475,0.03680990601340627,-0.603436939379385,0.29653567951748216,0.4793360653475964,0.3053775074026063,-0.13144576810498895,1.8798072491266602,0.39886811462498123,1.0068518108635105
385,0.6732053588040904,-0.06791310267557084,-0.45981349559896484,0.21396186260220637,0.36883357420962903,0.16646004388790384,0.44893785199688596,-0.23160754472911707,-0.1658872763448935,-7.138777584657632,-0.7458480563905334,-0.9610062275822845
379,0.878360842332001,0.36413659933189646,-0.3239321288671521,0.0690103012590685,0.4441446974040128,-0.589252981645924,0.4797605155717849,0.20493453770023673,-0.17611421971463279,0.010748663052574603,-0.6708436579048963,-1.063439326491221
1901,0.7264773698823325,-0.09302892815904923,0.2848691404285578,0.16011625819529693,-0.6174289206577286,0.21197272146603735,0.49067542929662034,-0.2969169890206824,0.05637759326258163,4.595538275699385,0.11753987295805514,0.8636448850497037
863,0.6232158029543652,-0.31423353513464836,-0.44506059140057264,0.2593200145159975,0.005477495514669695,-0.7417797219890222,0.41560015554312657,0.24971344127841216,0.08891605351148715,-7.17583375334039,0.35956557294156366,-0.9794998639948502
486,0.8531094544400776,0.13330131640999895,0.30910582457376395,0.06997896762940124,0.15189706733278574,-0.5103834974560841,0.4906608033311859,0.30262348506629744,0.15117311103679287,1.8809108448810545,0.3758772489071373,1.0012106509798615
4384,0.8718327427354855,0.13476232705574276,0.29564773944011075,-0.06493122672361457,-0.6244296330730352,-0.5382986959590094,0.5081457867746147,0.2828491121159938,0.08984234143729372,1.84982006922071,-0.5735695455110269,-1.019682325736749
555,0.8383934159207974,-0.3012830142240163,0.042509105129871924,-0.33204781417347884,-0.009079401358905607,0.23125962240956782,0.5200445989876868,0.3257495785308978,0.07391011275411195,4.4919539768591665,0.3301046789221791,-4.103947766086553
338,-0.8630835500521987,0.15113801130229595,0.2713692234433815,0.050624241702426305,-0.6280308277409763,0.31645544181306445,0.48815161349378144,0.2974196528645859,-0.11582496654733983,1.928165294177711,-0.5960155355703323,1.0154555012705238
1030,0.768141299380639,0.3523063880800578,0.006668817368295188,0.21538528930125403,0.08797213619799726,0.23092507011173777,0.5016735366408216,0.21926229742947143,0.02481175907642565,4.622477135891917,-0.5712061043804004,-1.0102430766786337
2779,-0.9465128141616286,0.44930889126058027,-0.03767846213840034,-0.17228207450318267,0.10120284338769209,-0.031208060304060852,0.4758310253444209,0.34959083641522076,0.12651191563256775,0.1488098390309933,0.16349688869720674,-4.17519375911878
752,0.9008073171054701,0.0846139004928044,0.25598958615268935,-0.06761738637114477,0.0997660979088777,0.21227037042081212,0.48322246161747107,-0.22513440701403342,0.040501562154330525,1.8401657680702341,0.3451798550806722,0.9773085630106619
2248,0.655014479649956,0.2681312035028978,0.18638319386589236,0.18365450946535247,0.050053232061834,0.15217146260866907,0.4237700683742811,-0.2194343019687724,-0.018110453565881077,-7.143085161543174,0.12248336910367655,0.8849939749326967
289,0.8934884521840835,0.35494274101391654,-0.32588596276482906,0.06902007285160128,0.10271051636780996,-0.004826438947065526,0.48150108920930756,-0.13796547429748185,-0.018816494853825142,-0.03076440194686155,-0.6851047113177458,0.8915304619560749
