,cyc (t),dhw (t),other (t),cyc (t-1),dhw (t-1),other (t-1),cyc (t-2),dhw (t-2),other (t-2),year,longitude,latitude
0,0.14263177186105166,0.5526783592466381,0.5410391670178797,0.7344463315825851,0.6617276968192891,0.2916989769059001,0.2108688489824999,0.9848826410910988,-0.12508825150536723,6.615110501448217,0.6844344087915669,2.8419953576056285
1,-0.017318532742647223,-0.047225690769409995,-0.41402514317931494,-0.0036882234242511915,-0.42502477092348273,-0.04437146903685061,0.020943903609586412,-1.1335442313650856,-0.21000452895947092,-9.292921642416113,-1.8037390751556086,-0.9242659886528054
2,-0.07154536748450482,-0.2374294587649638,-0.41400096739809666,-0.04161575561229256,-0.1620113738774671,-0.23191440429232899,0.008624604911892675,0.01903990733262617,-0.34692247908518764,-4.4231477116503815,-1.7104114703027882,-1.1720159584403154
3,0.14285290086787428,0.9789202619445859,0.14131540530346684,0.5756811525174999,0.26488701794238295,0.19266260342170427,0.2222527744049148,-0.22228874792781425,0.12227811390403076,4.581304465357098,0.35167145427141805,1.115828671046038
4,0.007475971185776871,-0.6595266905683093,0.04724372029377264,0.15024369387785555,0.2611007296331809,-0.07499980363965733,0.018838582529569978,0.07511335589646478,0.10171985724809929,-6.17432362394844,-0.29702504956832854,-1.0337607513769762
5,0.15572249149074197,0.9973132713869564,-0.12936695889831754,0.887660099954519,0.9569267894882069,0.09865851079608547,0.25253787146648393,1.0063219354610191,0.2500480557796254,6.732478500958823,0.810516977004736,3.1099163300952934
6,0.1963779968828021,0.48002985282844746,0.230033785269261,-1.054765254966187,0.5362574825441697,0.04431034606153844,0.2327984446377377,0.4589771397347067,0.4607206941723416,3.491259732431936,2.155734797014302,0.9192460593047145
7,0.023571170291106683,-0.5513663632571115,0.15743115447599848,-0.10758565610391088,-0.7729663502672338,0.25170488758958526,0.06686834920488764,0.3789524103034637,0.16989742083780585,2.171683651392377,-0.17053794165476574,-2.192205120770668
8,-0.36075044958299257,0.6956117782456568,0.8315019621672399,0.785973096815942,0.6801843463718251,0.41399976621280077,0.19458812172015313,0.8240061572322156,-0.03933606787424651,5.976809434386378,0.7906395649102342,1.640138041639584
9,0.06382218685233966,0.08844319149822695,0.14778615061426537,0.5354457937812549,0.33051235588325656,-0.007860293970734346,0.1177057053623139,0.3541922288085334,-0.4313187926872342,4.232002002989466,-0.3069582581662689,-2.4008983586249815
10,-0.3818083827398368,0.24156031534133945,0.06473644754325505,-0.7177635464373452,0.3562490241591877,0.17029862659524952,0.05009314683789853,0.36626919358808663,0.2179186477737676,1.119470897938445,0.38859313861801636,-3.333247519621364
11,0.07765281396626961,-0.2236476709859562,0.40642341235638013,-5.231466413938324,-0.23228417837191956,0.06294519644172397,0.11868497706265771,-0.4224999338455382,-0.058223316915537,-0.6157139360063593,-0.12032829868476255,1.9126593355555088
12,-0.01631396371871233,-0.7201570559057291,-0.1937214290103293,0.005939835974568268,-1.1100135428011708,-0.13528002333230688,0.0061966328966082075,-0.9516802036267472,-0.1450111949152779,-10.422487398605444,0.512565705448942,-0.5462020209347975
13,-0.07677019630005816,-0.48227004883694463,-0.38379059362065165,-0.04386703607509844,0.13191586183034815,-0.13414459308391088,0.010987667071749457,0.028015288684691768,0.033804116091341714,-5.3833559062055425,-1.6558658891744562,0.0075534673206857405
14,-0.8745918182999595,0.4723277895299543,-0.27239943217340623,0.6260848610691028,0.02877417982483166,0.15545339992269874,0.13892226537340321,0.5221295214981364,0.07997041027236264,3.9245220669035916,-0.16371298685466174,-2.2834942527009114
15,-0.06794962036248763,0.05048352215148043,-0.29826806359153124,0.0732453597613494,-0.2024992158776149,-0.04467205754684983,0.017776790821226313,-0.12358878984145122,-0.0033391709586430805,-4.809766220756282,-0.879188923695474,-0.20532971003267447
16,0.07873414067697013,-0.3113884711936407,0.033269579042025724,-1.166309858004097,0.13240437175743863,0.019883415969379713,0.11289558943215525,-0.1299378508212976,-0.051695549331052464,2.4456233723426704,-0.26451430365559647,-3.321753532682342
17,-0.2737040203111974,0.5508460473490413,0.13028012179573126,0.8414988779510896,0.23184074893906653,0.0031185498869308504,0.16812225860761829,-0.0660780932642956,0.3020056596820359,4.632731979961827,0.09518374139384832,4.662199489216946
18,0.15534477139997763,0.5636089821689529,0.09868139475875068,0.7953473409322033,0.7552434199850541,0.2679820108087733,0.1969628387497505,0.6908571474300698,-0.13321665538067465,5.870080916303269,0.3982861357339425,4.994133814574161
19,-0.00947502969065681,-0.773160691121302,-0.15826243148068897,0.053318305446882736,0.04119440173555631,0.08901650346175302,-0.006916891551809385,0.10562803355962387,-0.26502570408352766,-8.139094470916316,0.6824020885222126,-0.35536840678862064
20,-0.006760225443867967,-0.337199624095083,-0.04183398664201377,0.04331153416467714,-1.2965035666071345,-0.11774302147314301,0.016994629617547618,-1.1338487890761462,-0.10531153114439804,-10.970377641001397,0.536297457563196,0.5685271425705287
21,-0.013019808001990896,-0.9376443171077699,-0.504733363280684,-1.3400583880156045,-1.1633204914483213,-0.04321011574596923,0.034268502213963076,0.2661165373244148,-0.3402125485976285,-7.028294286837482,-1.3919455162603116,-1.2779531931471866
22,0.12049082726298366,1.617643153964018,0.279287547535132,0.6300553408224369,0.704758594672021,0.27363155738137723,0.2424459505631239,0.06398582740934217,0.29596159432359853,4.780975287041219,0.9423714267781179,0.39278807976566893
23,0.034795166848925876,-0.7043041338870535,0.011402760661876527,0.3659923754428746,-0.2432168522865686,0.001258052483899519,0.03048676616162993,0.23664674418861978,0.10806263028891408,1.9404489811934764,0.4741688700838131,0.6437325306705316
24,0.06312748310796451,-0.23115763881010934,0.09171863677634974,0.1648757359672163,0.2535672666445316,-0.22546207211446018,0.019833358254109045,0.19048752701157354,0.1252639750445087,-3.797975048609369,0.80803076334254,-1.5270840287129976
25,-0.015032994547800627,-0.039422386101214214,-0.29103247911974905,-0.5923434828483732,-0.38341869117197347,-0.1080402539451461,0.04955172995221801,0.13147525109205163,-0.0736376618961367,-1.7172462788764096,0.5537235925873393,1.9047586343479634
26,0.0011635699498583562,-1.1378931199817452,-0.379762305454351,-1.3167883182184597,-0.9950952523662999,-0.06818602605701017,0.036580669812829,0.00357227619511832,-0.2119104283323395,-8.184101237638096,-1.5874514315972919,-0.46395766819521667
27,0.01698978803353384,-1.3828599419593228,-0.0026920807926217095,0.03999771876915474,0.11575592519744532,-0.4321947902695683,0.00965172266587615,-0.2649848733621184,-0.08968773906235583,-10.001250741672411,0.10306818903671228,-0.6142976489811554
28,0.1462288123667531,0.9191629060106061,-0.21283921398979147,0.8109298066646443,0.7275308758759639,-0.2700839804773568,0.25385866702359633,0.7219069686695002,0.15163663899395033,5.170797073649883,1.3640188452079018,-1.7891208449978149
29,-0.00589072156813927,-0.07533550981912412,-0.3960786784351512,0.050238462623092346,-0.1209672197351756,-0.129642483767675,0.02218671998125501,-1.013046767492342,-0.048767545616137796,-9.92339735608024,0.7638205302604183,0.7275695233100851
30,0.15556294245907337,0.4323921073027304,-0.08727317416414734,0.9306526472288533,0.43056155322366974,-0.240184134542651,-0.48930219101137484,0.5384885001355724,0.22110634459371795,4.599135154304094,-0.11854747624121956,1.8539460755045
31,0.02354553752578795,-0.09931406464951578,0.000293912423949223,0.2564359525521286,-0.46358592739721644,-0.05930512193372124,0.057824181316100294,-0.7234909123303077,0.08641520853983821,0.19760023481299868,0.5479634717761656,1.636202707157936
32,0.05593229401682038,0.02727246512164129,0.20677204739644367,0.4082651799634914,0.3151275628997246,0.24262606766918907,0.10830298297834816,0.35012332684578723,0.17570515292951314,2.0833995871679507,0.16986801683873637,-4.118876814858522
33,0.03439201767701888,0.4387367337360047,0.4725626508996356,0.4747234898476745,0.34133691562965396,0.26229751981736626,0.1753384315033327,-0.00742905114471796,0.5664109287373139,2.095875252845581,0.9415447477980342,-1.0450159394841467
34,0.02788415104980231,0.034675256416448974,0.10279153544033762,0.08288303981957142,0.30407664825746905,0.12601543028082232,0.12571256232986344,0.06711445606764756,0.11312906889135775,-0.9383412086009048,1.008881854791398,-1.1036206784869136
35,0.0180821179956547,-1.0518168964482901,-0.1105957205107552,0.022244096370704937,0.11327186217647978,-0.09954873977228999,-0.008663800175418146,-0.21989551839797059,-0.41624221745310935,-8.53370084449998,0.6965912742559158,0.8318481692578643
36,0.0698247077994165,0.24966919361962936,-0.0589125968857843,0.7770063695318822,0.24069261284297683,-0.14434731464934886,0.20149920653071604,-0.4561439138230344,-0.014331324391823727,4.296456076892792,0.19497188212058972,1.5851034394119052
37,0.16246030703012365,0.058711572054453424,0.3219360940188926,-1.0116018464001535,0.14008218864692026,0.31495166734996016,0.1507609044155106,-0.5996873396645241,0.18313585716859962,1.780797407773789,2.093436388024711,0.5679540013222141
38,0.019418683150870492,-0.06265194804102066,-0.07272306167738861,0.2338696622318821,-0.49890886329099887,-0.08871978342533111,0.07259299431811087,-1.0629158715168887,-0.06487521102855681,0.0869408616743749,0.5785715518704092,-0.1846287998688058
39,0.20336297310626833,0.6957951601517561,0.05837697604642017,0.8619240250720032,0.5782658226594504,-0.1300831630063476,0.29401024868362585,0.5630358991360117,0.1267088243190665,5.52023198150564,-0.12107543692181935,5.379111603614729
40,0.16010465757106432,1.5957188941308413,0.3078121866687434,0.6562594526122848,0.37472256862121867,0.25826406252541345,0.2609829880817415,0.17703008064068854,0.153958744618285,4.989351231922046,0.5598162662648246,1.8571683443406801
41,0.16111636353482026,0.7130955382806132,0.5997703886382806,0.9609885829826816,0.769498056176817,0.4559269054686592,0.2398607808908855,0.8023417105482076,0.155403967515158,6.388903101490578,0.6573179699108005,5.004877958318393
42,-1.4382920192244637,-0.8921192866844649,-0.07696745809200366,-1.3122732505877501,-1.4036863687299046,-0.2774438589750571,-1.0107470269801706,0.011848156503037898,0.09959919050183089,-1.5678978816622111,-0.3778744223066315,-6.599903986947684
43,0.17643149878655096,0.8277372229768661,0.15586389094489278,0.8702447967481567,0.6969015068985754,0.37095936701400206,0.20079339877411256,0.6362381928754621,0.16933119698020163,3.4505245642142834,2.5966883240104655,-0.7974106885257061
44,0.13861974593572085,0.145379126459884,-0.02218465650716098,0.692898647194379,0.19917349658077,-0.6406369946250925,-1.0284349633363308,-0.7103566298780061,-0.06139578845424694,3.4759690214716827,-0.15204451301382504,5.1533642011304615
45,0.10617152608247124,0.6929494021646678,-0.02834552022679418,0.7981750332540832,0.708310505217305,0.11287652748462279,-0.5259418136593013,0.6988419115816213,0.13107257421441318,4.790619968131796,0.9485267232391198,1.4766556738824874
46,0.08693102403587545,0.668035691291443,0.22298278536574798,0.4882773411420931,0.38528327112013355,0.2943251535062154,-0.04550436291086953,0.3872075583106198,0.24809884044909267,3.672035716633545,1.2775909114115347,4.6558591690343745
47,-0.014598740244400688,-0.5099536665296182,-0.1657678974236478,0.014198780660663032,-1.2496195601517683,-0.18167323869696703,0.016251547467254567,-0.9577061665694054,-0.15067106731963575,-10.349707363108173,0.5424259803397581,-0.5641665193672089
48,-0.0012218004840542562,-1.0309352114770445,-0.1443863505954505,0.11391909613375902,-0.6870726816168462,-0.174588403644957,-0.0028895261336583642,-0.08398917213533423,-0.08188855921267532,-10.801797857338679,0.5796034021445666,1.8581377847964178
49,0.009940958348452114,-1.4576783897544374,0.016039270095934626,0.05861206531510106,0.014009964317956473,-0.3386534417011717,-0.0019932273231097497,-0.23226039533299628,-0.13257241974017234,-10.592981622025546,0.6852917115252057,0.798511896027485
50,-0.25502555497630963,0.20332583464820345,0.16928211670543533,0.29829053021239815,0.3424799083452672,0.26821987430215816,0.08978639299370116,0.296557619058658,0.2493551241359819,1.2891512860744843,0.8208105536313087,-0.9209493226918858
51,-4.0070571635921075,-0.8810242121640477,-0.0975408328499907,0.4386822031713382,-0.8090489961117419,-0.012084463170322125,0.11283786253887229,-4.5811641144318855,-0.0238345492319786,-0.37704554354786524,-1.1190477349208958,-2.179066678164818
52,-1.026340439835476,-1.2410583060782665,-0.3333888491737889,-5.255857116600673,-0.9486148721640347,-0.18925050356076098,0.09375241263420321,-2.564621807970616,-0.19971323371450125,-3.1442642055731267,-1.6004819567325468,-6.096652908643737
53,-0.004849603872280568,-0.6368955744401319,-0.1476284351569484,0.08640606717206538,-0.8740202576696174,-0.13153804810048314,-0.001019276711740531,0.09984984143200563,-0.02164578181807883,-9.796707020684552,0.7147968398072407,0.8715451522222429
54,-0.34954899637959896,0.3932243337359978,0.12206212321354543,0.5728328669688199,0.47928892185824223,0.038947679872944715,0.13250533184735105,0.3320627665302891,0.17180394560804416,3.1441061108905703,0.09471493777717115,-0.8364681482820014
55,0.1449143162270775,0.7618132622539997,0.5374301105899213,0.8998936789302389,0.7909691509930417,0.20937019552613492,0.2194067703190376,0.7383761681939359,-0.1132134995967499,6.44014947786578,0.7915874639319372,3.7106307781311627
56,0.03564000432088506,0.23610960858262842,0.08488932860142086,0.40408570686005985,0.21739879923203262,0.2223146282104426,-0.25402106829045806,0.2832241143165447,0.11243903696253256,2.288138564520632,-0.34913153996953045,-4.982553780178278
57,0.12625785666925368,0.24871915478783194,0.41310263789710006,0.5698899289002293,0.6752621623087908,0.5198760058019252,0.16753464462875856,0.8268879467292573,0.09237496686342637,6.327809802883421,0.2580704819968378,2.0247655127054895
58,0.1367611324119207,0.6575777640403249,-0.2889736300554068,0.8479265640646918,0.5403253759536892,0.22426886477289373,0.17658188166620675,0.6806358907611866,0.06909495560772484,2.7199989481660305,2.6843337699018592,-2.170683889699285
59,0.07656181599057163,0.046570763310883195,0.24004034919373227,-0.7699468664976302,0.3696053783301613,0.13196549255895662,-0.5056526201938687,-0.08998667967069196,0.1170921688398812,1.2036726190688933,0.059289108222583306,-3.6757103823512445
60,0.15689197688770945,0.7355369388297549,0.24138009121146753,0.7747322032111696,0.8559257109038299,0.1836504622650682,0.20707719681260642,0.8731067887408426,0.22853815934242447,5.124263391185959,1.6287073061417323,-1.3907891448226293
61,0.09856038581376197,0.7751541746033763,0.25407168633435506,0.45053362454782475,0.46699864362890364,0.25159271446813364,0.2617122074009967,0.43856407872866837,0.1979169191296387,3.6847617860022,1.4543899880803657,4.825839739874645
62,-0.02972194071568083,-0.011200081763090565,-0.4863708497855987,-0.002725637553085107,0.051849518028611784,-0.16002335093653527,0.03235375046497211,-0.8752679682709277,-0.10435010145112755,-8.033875379136298,-1.7502176853052516,-1.3879973785298352
63,0.042033761103521104,-0.7017983822492533,0.07666290715889773,0.3527171826403355,-0.26781224863545505,0.04125762912881328,0.03663282205117866,0.3707174348423723,0.18405523813242325,1.9990301377748256,0.6355113382800482,0.6451214038828038
64,-0.5517561623622168,0.18109355110282194,0.19750166128047567,0.3612158665191964,0.3268722271803563,0.1918218751115637,0.09335584813918103,0.17609442346536525,0.10707443405972299,1.7870213740058534,-0.20733587180497126,-4.2563513064253495
