Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
900,GAM,2.404,1.0,11.286061743008434
2436,GAM,1.957,2.0,9.187530295785152
1910,GAM,1.924,3.0,9.032605155386117
1530,GAM,1.742,4.0,8.178169532579322
1129,GAM,1.713,5.0,8.04202319707714
2404,GAM,1.562,6.0,7.3331233122209545
193,GAM,1.49,7.0,6.995104824077607
2541,GAM,1.477,8.0,6.934073708162836
522,GAM,1.471,9.0,6.905905500817557
294,GAM,1.411,10.0,6.624223427364767
2188,GAM,1.404,11.0,6.591360518795274
539,GAM,1.394,12.0,6.544413506553143
2259,GAM,1.388,13.0,6.516245299207863
96,GAM,1.384,14.0,6.497466494311011
748,GAM,1.362,15.0,6.394183067378322
2158,GAM,1.333,16.0,6.258036731876141
2177,GAM,1.279,17.0,6.00452286576863
2004,GAM,1.262,18.0,5.924712944957006
2085,GAM,1.259,19.0,5.910628841284367
2318,GAM,1.253,20.0,5.882460633939087
2130,GAM,1.252,21.0,5.877765932714874
1837,GAM,1.245,22.0,5.844903024145383
1778,GAM,1.244,23.0,5.840208322921169
100,GAM,1.239,24.0,5.816734816800104
2724,GAM,1.239,24.0,5.816734816800104
1972,GAM,1.218,26.0,5.7181460910916275
2583,GAM,1.218,26.0,5.7181460910916275
679,GAM,1.207,28.0,5.666504377625283
1413,GAM,1.204,29.0,5.652420273952643
1871,GAM,1.202,30.0,5.643030871504217
70,GAM,1.189,31.0,5.581999755589446
1009,GAM,1.189,31.0,5.581999755589446
1749,GAM,1.189,31.0,5.581999755589446
302,GAM,1.177,34.0,5.5256633408988876
160,GAM,1.172,35.0,5.5021898347778215
2274,GAM,1.167,36.0,5.478716328656756
1172,GAM,1.163,37.0,5.459937523759904
1649,GAM,1.162,38.0,5.45524282253569
2486,GAM,1.154,39.0,5.417685212741985
287,GAM,1.149,40.0,5.394211706620919
2648,GAM,1.125,41.0,5.281538877239804
1885,GAM,1.124,42.0,5.276844176015591
318,GAM,1.123,43.0,5.2721494747913775
425,GAM,1.121,44.0,5.262760072342951
1697,GAM,1.107,45.0,5.197034255203967
885,GAM,1.101,46.0,5.168866047858687
149,GAM,1.09,47.0,5.117224334392343
511,GAM,1.09,47.0,5.117224334392343
527,GAM,1.088,49.0,5.107834931943917
297,GAM,1.086,50.0,5.098445529495491
2422,GAM,1.086,50.0,5.098445529495491
1681,GAM,1.078,52.0,5.060887919701785
2300,GAM,1.078,52.0,5.060887919701785
2584,GAM,1.072,54.0,5.032719712356506
1010,GAM,1.065,55.0,4.999856803787014
1412,GAM,1.049,56.0,4.924741584199603
1428,GAM,1.046,57.0,4.9106574805269645
1572,GAM,1.045,58.0,4.905962779302751
1758,GAM,1.044,59.0,4.901268078078538
1597,GAM,1.032,60.0,4.84493166338798
1584,GAM,1.031,61.0,4.840236962163766
581,GAM,1.023,62.0,4.802679352370061
2047,GAM,1.012,63.0,4.751037638903717
307,GAM,1.007,64.0,4.72756413278265
2160,GAM,1.003,65.0,4.708785327885797
1185,GAM,0.996,66.0,4.675922419316306
2443,GAM,0.995,67.0,4.6712277180920925
220,GAM,0.982,68.0,4.6101966021773215
797,GAM,0.979,69.0,4.596112498504683
1853,GAM,0.978,70.0,4.591417797280469
143,GAM,0.977,71.0,4.5867230960562555
1243,GAM,0.977,71.0,4.5867230960562555
249,GAM,0.97,73.0,4.553860187486764
1406,GAM,0.957,74.0,4.492829071571992
2110,GAM,0.953,75.0,4.47405026667514
2029,GAM,0.95,76.0,4.459966163002501
2022,GAM,0.947,77.0,4.445882059329861
2199,GAM,0.945,78.0,4.436492656881435
