Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
900,GAM,2.079,1.0,8.990106816734386
2300,GAM,1.899,2.0,8.211742590177295
307,GAM,1.863,3.0,8.056069744865876
1697,GAM,1.855,4.0,8.021475779241117
2404,GAM,1.756,5.0,7.593375454634718
1681,GAM,1.725,6.0,7.459323837838776
1910,GAM,1.696,7.0,7.3339207124490216
1530,GAM,1.675,8.0,7.243111552684028
2584,GAM,1.565,9.0,6.767444525343584
1169,GAM,1.558,10.0,6.73717480542192
1129,GAM,1.533,11.0,6.629068662844546
1729,GAM,1.52,12.0,6.572853468704312
1423,GAM,1.495,13.0,6.464747326126939
1371,GAM,1.478,14.0,6.3912351491743244
522,GAM,1.475,15.0,6.37826241206504
318,GAM,1.45,16.0,6.270156269487666
96,GAM,1.44,17.0,6.226913812456717
294,GAM,1.436,18.0,6.209616829644337
2110,GAM,1.414,19.0,6.114483424176248
1360,GAM,1.409,20.0,6.092862195660773
1476,GAM,1.397,21.0,6.040971247223634
2188,GAM,1.385,22.0,5.989080298786495
606,GAM,1.369,23.0,5.919892367536976
2486,GAM,1.339,24.0,5.790164996444127
1040,GAM,1.317,25.0,5.695031590976038
1837,GAM,1.308,26.0,5.656113379648184
2209,GAM,1.307,27.0,5.651789133945089
885,GAM,1.274,28.0,5.509089025742957
2690,GAM,1.263,29.0,5.461522323008912
2583,GAM,1.255,30.0,5.426928357384152
748,GAM,1.246,31.0,5.388010146056298
2130,GAM,1.231,32.0,5.323146460509874
511,GAM,1.228,33.0,5.310173723400589
1070,GAM,1.228,33.0,5.310173723400589
2177,GAM,1.215,35.0,5.253958529260355
581,GAM,1.211,36.0,5.2366615464479755
1010,GAM,1.21,37.0,5.23233730074488
1572,GAM,1.209,38.0,5.228013055041785
2541,GAM,1.206,39.0,5.2150403179325
1972,GAM,1.202,40.0,5.19774333512012
955,GAM,1.199,41.0,5.184770598010836
2047,GAM,1.192,42.0,5.154500878089171
193,GAM,1.188,43.0,5.137203895276791
84,GAM,1.186,44.0,5.128555403870601
761,GAM,1.176,45.0,5.085312946839651
556,GAM,1.173,46.0,5.072340209730367
1614,GAM,1.171,47.0,5.063691718324177
35,GAM,1.159,48.0,5.011800769887038
1009,GAM,1.143,49.0,4.942612838637519
2432,GAM,1.136,50.0,4.912343118715854
410,GAM,1.132,51.0,4.895046135903474
2318,GAM,1.131,52.0,4.890721890200379
1172,GAM,1.13,53.0,4.886397644497284
2344,GAM,1.129,54.0,4.88207339879419
149,GAM,1.127,55.0,4.873424907387999
2149,GAM,1.126,56.0,4.869100661684905
2274,GAM,1.122,57.0,4.851803678872526
2758,GAM,1.12,58.0,4.843155187466335
1484,GAM,1.117,59.0,4.83018245035705
1652,GAM,1.105,60.0,4.778291501919911
2731,GAM,1.105,60.0,4.778291501919911
306,GAM,1.086,62.0,4.696130833561107
2436,GAM,1.082,63.0,4.6788338507487275
100,GAM,1.075,64.0,4.648564130827062
1142,GAM,1.074,65.0,4.644239885123968
1354,GAM,1.071,66.0,4.6312671480146825
1700,GAM,1.071,66.0,4.6312671480146825
1469,GAM,1.067,68.0,4.613970165202303
69,GAM,1.065,69.0,4.605321673796113
1114,GAM,1.065,69.0,4.605321673796113
2030,GAM,1.063,71.0,4.596673182389923
1355,GAM,1.054,72.0,4.557754971062069
1749,GAM,1.05,73.0,4.540457988249689
437,GAM,1.049,74.0,4.5361337425465935
1096,GAM,1.049,74.0,4.5361337425465935
1025,GAM,1.042,76.0,4.505864022624929
1406,GAM,1.036,77.0,4.47991854840636
539,GAM,1.033,78.0,4.466945811297075
39,GAM,1.032,79.0,4.46262156559398
2724,GAM,1.031,80.0,4.458297319890885
2004,GAM,1.03,81.0,4.4539730741877905
2158,GAM,1.029,82.0,4.449648828484695
1121,GAM,1.025,83.0,4.432351845672315
2443,GAM,1.025,83.0,4.432351845672315
1793,GAM,1.023,85.0,4.4237033542661255
2593,GAM,1.021,86.0,4.415054862859935
1597,GAM,1.019,87.0,4.406406371453746
1255,GAM,1.018,88.0,4.402082125750651
527,GAM,1.013,89.0,4.380460897235176
1243,GAM,1.009,90.0,4.363163914422796
2085,GAM,1.007,91.0,4.354515423016606
249,GAM,0.985,92.0,4.259382017548518
287,GAM,0.985,92.0,4.259382017548518
877,GAM,0.985,92.0,4.259382017548518
1758,GAM,0.984,95.0,4.255057771845423
2422,GAM,0.984,95.0,4.255057771845423
2708,GAM,0.981,97.0,4.242085034736138
1879,GAM,0.98,98.0,4.237760789033043
570,GAM,0.978,99.0,4.229112297626854
1377,GAM,0.972,100.0,4.203166823408283
1892,GAM,0.972,100.0,4.203166823408283
1311,GAM,0.967,102.0,4.181545594892809
951,GAM,0.965,103.0,4.172897103486619
2199,GAM,0.954,104.0,4.125330400752574
818,GAM,0.953,105.0,4.121006155049479
1885,GAM,0.952,106.0,4.116681909346385
1428,GAM,0.951,107.0,4.11235766364329
1778,GAM,0.95,108.0,4.108033417940195
2648,GAM,0.945,109.0,4.08641218942472
220,GAM,0.944,110.0,4.082087943721625
2309,GAM,0.942,111.0,4.073439452315435
740,GAM,0.941,112.0,4.069115206612341
2689,GAM,0.94,113.0,4.064790960909245
467,GAM,0.936,114.0,4.047493978096866
1345,GAM,0.934,115.0,4.0388454866906764
302,GAM,0.926,116.0,4.004251521065917
1321,GAM,0.917,117.0,3.965333309738062
1692,GAM,0.916,118.0,3.961009064034967
194,GAM,0.913,119.0,3.948036326925682
2290,GAM,0.912,120.0,3.9437120812225874
2295,GAM,0.912,120.0,3.9437120812225874
636,GAM,0.91,122.0,3.9350635898163975
1012,GAM,0.907,123.0,3.9220908527071128
2029,GAM,0.904,124.0,3.9091181155978276
1663,GAM,0.898,125.0,3.883172641379258
241,GAM,0.891,126.0,3.8529029214575936
160,GAM,0.89,127.0,3.8485786757544984
1185,GAM,0.89,127.0,3.8485786757544984
183,GAM,0.888,129.0,3.8399301843483085
1412,GAM,0.883,130.0,3.818308955832834
1849,GAM,0.883,130.0,3.818308955832834
815,GAM,0.88,132.0,3.805336218723549
1649,GAM,0.878,133.0,3.796687727317359
2339,GAM,0.876,134.0,3.788039235911169
970,GAM,0.874,135.0,3.7793907445049792
1135,GAM,0.872,136.0,3.7707422530987893
