Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
2318,GAM,2.167,1.0,9.785087236810266
1749,GAM,2.124,2.0,9.59092076187587
2724,GAM,2.12,3.0,9.572858764207554
2085,GAM,2.1,4.0,9.482548775865972
2004,GAM,2.012,5.0,9.085184827163017
2648,GAM,1.824,6.0,8.23627093675216
900,GAM,1.672,7.0,7.549915025356145
2300,GAM,1.539,8.0,6.949353602884633
1169,GAM,1.498,9.0,6.764218126784393
1129,GAM,1.468,10.0,6.6287531442720224
2177,GAM,1.46,11.0,6.59262914893539
1371,GAM,1.432,12.0,6.466195165257177
307,GAM,1.418,13.0,6.40297817341807
1476,GAM,1.4,14.0,6.321699183910648
1697,GAM,1.389,15.0,6.272028690322779
1423,GAM,1.385,16.0,6.253966692654463
1360,GAM,1.378,17.0,6.222358196734909
539,GAM,1.377,18.0,6.21784269731783
581,GAM,1.361,19.0,6.145594706644566
1910,GAM,1.317,20.0,5.946912732293088
522,GAM,1.316,21.0,5.94239723287601
1040,GAM,1.313,22.0,5.928850734624772
2584,GAM,1.305,23.0,5.89272673928814
96,GAM,1.268,24.0,5.725653260856216
2209,GAM,1.244,25.0,5.617281274846319
527,GAM,1.23,26.0,5.554064283007213
318,GAM,1.219,27.0,5.5043937894193435
2188,GAM,1.216,28.0,5.490847291168106
1885,GAM,1.201,29.0,5.423114799911921
1530,GAM,1.186,30.0,5.355382308655734
2404,GAM,1.185,31.0,5.350866809238656
1681,GAM,1.182,32.0,5.337320310987418
1010,GAM,1.171,33.0,5.28764981739955
294,GAM,1.169,34.0,5.278618818565391
35,GAM,1.167,35.0,5.269587819731234
570,GAM,1.141,36.0,5.152184834887178
1837,GAM,1.112,37.0,5.021235351791887
2110,GAM,1.109,38.0,5.007688853540649
748,GAM,1.099,39.0,4.9625338593698585
556,GAM,1.081,40.0,4.881254869862436
2436,GAM,1.078,41.0,4.867708371611199
511,GAM,1.077,42.0,4.86319287219412
1597,GAM,1.076,43.0,4.858677372777041
2149,GAM,1.067,44.0,4.81803787802333
2029,GAM,1.065,45.0,4.809006879189171
2344,GAM,1.06,46.0,4.786429382103777
1121,GAM,1.056,47.0,4.768367384435461
1484,GAM,1.054,48.0,4.759336385601302
1652,GAM,1.047,49.0,4.7277278896817485
1729,GAM,1.045,50.0,4.718696890847591
410,GAM,1.042,51.0,4.705150392596354
127,GAM,1.039,52.0,4.691603894345117
2758,GAM,1.039,52.0,4.691603894345117
1172,GAM,1.016,54.0,4.587747407752299
1377,GAM,1.016,54.0,4.587747407752299
2047,GAM,1.015,56.0,4.583231908335219
1354,GAM,1.01,57.0,4.560654411249825
1572,GAM,1.01,57.0,4.560654411249825
1243,GAM,1.002,59.0,4.524530415913192
255,GAM,0.997,60.0,4.501952918827797
1778,GAM,0.996,61.0,4.497437419410718
1412,GAM,0.987,62.0,4.456797924657007
955,GAM,0.983,63.0,4.438735926988691
2541,GAM,0.972,64.0,4.3890654334008214
302,GAM,0.966,65.0,4.3619724368983475
2583,GAM,0.965,66.0,4.357456937481268
476,GAM,0.962,67.0,4.343910439230031
1972,GAM,0.957,68.0,4.321332942144636
1793,GAM,0.955,69.0,4.3123019433104774
1009,GAM,0.947,70.0,4.276177947973846
815,GAM,0.942,71.0,4.253600450888451
220,GAM,0.941,72.0,4.249084951471371
877,GAM,0.937,73.0,4.2310229538030555
2274,GAM,0.936,74.0,4.226507454385977
437,GAM,0.935,75.0,4.221991954968898
1758,GAM,0.934,76.0,4.217476455551818
1692,GAM,0.931,77.0,4.2039299573005815
193,GAM,0.93,78.0,4.199414457883503
1142,GAM,0.927,79.0,4.185867959632265
2030,GAM,0.927,79.0,4.185867959632265
636,GAM,0.926,81.0,4.181352460215186
69,GAM,0.92,82.0,4.1542594637127115
1311,GAM,0.918,83.0,4.145228464878554
679,GAM,0.915,84.0,4.131681966627316
1853,GAM,0.915,84.0,4.131681966627316
1185,GAM,0.91,86.0,4.109104469541921
2690,GAM,0.908,87.0,4.1000734707077635
1871,GAM,0.905,88.0,4.086526972456526
2486,GAM,0.904,89.0,4.082011473039447
1012,GAM,0.903,90.0,4.077495973622368
84,GAM,0.902,91.0,4.0729804742052895
761,GAM,0.897,92.0,4.050402977119894
467,GAM,0.895,93.0,4.041371978285736
1070,GAM,0.888,94.0,4.009763482366183
1583,GAM,0.887,95.0,4.005247982949103
1614,GAM,0.884,96.0,3.9917014846978667
1025,GAM,0.881,97.0,3.9781549864466292
1355,GAM,0.88,98.0,3.9736394870295504
1114,GAM,0.879,99.0,3.969123987612471
2651,GAM,0.877,100.0,3.9600929887783134
2731,GAM,0.877,100.0,3.9600929887783134
70,GAM,0.875,102.0,3.9510619899441553
2022,GAM,0.875,102.0,3.9510619899441553
638,GAM,0.874,104.0,3.946546490527076
2130,GAM,0.872,105.0,3.937515491692918
606,GAM,0.867,106.0,3.9149379946075227
306,GAM,0.866,107.0,3.910422495190444
382,GAM,0.864,108.0,3.9013914963562857
149,GAM,0.86,109.0,3.8833294986879694
1345,GAM,0.853,110.0,3.851721002768416
1109,GAM,0.845,111.0,3.815597007431784
2455,GAM,0.845,111.0,3.815597007431784
1649,GAM,0.844,113.0,3.811081508014705
1892,GAM,0.844,113.0,3.811081508014705
425,GAM,0.84,115.0,3.793019510346389
100,GAM,0.837,116.0,3.779473012095152
1469,GAM,0.837,116.0,3.779473012095152
1680,GAM,0.832,118.0,3.7568955150097563
2199,GAM,0.831,119.0,3.7523800155926774
297,GAM,0.828,120.0,3.7388335173414404
1255,GAM,0.825,121.0,3.725287019090203
885,GAM,0.822,122.0,3.711740520838966
339,GAM,0.82,123.0,3.702709522004808
39,GAM,0.819,124.0,3.698194022587729
797,GAM,0.818,125.0,3.69367852317065
2161,GAM,0.81,126.0,3.657554527834018
2259,GAM,0.81,126.0,3.657554527834018
2509,GAM,0.805,128.0,3.634977030748623
1428,GAM,0.804,129.0,3.630461531331544
2456,GAM,0.804,129.0,3.630461531331544
160,GAM,0.8,131.0,3.6123995336632277
775,GAM,0.797,132.0,3.5988530354119908
2432,GAM,0.789,133.0,3.562729040075358
1558,GAM,0.788,134.0,3.5582135406582793
2422,GAM,0.787,135.0,3.5536980412412
488,GAM,0.785,136.0,3.5446670424070423
2052,GAM,0.783,137.0,3.535636043572884
844,GAM,0.781,138.0,3.526605044738726
2261,GAM,0.777,139.0,3.5085430470704098
2275,GAM,0.777,139.0,3.5085430470704098
288,GAM,0.774,141.0,3.4949965488191728
1314,GAM,0.774,141.0,3.4949965488191728
2158,GAM,0.772,143.0,3.4859655499850146
655,GAM,0.77,144.0,3.4769345511508565
2189,GAM,0.766,145.0,3.4588725534825406
951,GAM,0.761,146.0,3.436295056397145
1096,GAM,0.761,146.0,3.436295056397145
1931,GAM,0.761,146.0,3.436295056397145
2612,GAM,0.761,146.0,3.436295056397145
320,GAM,0.759,150.0,3.4272640575629874
865,GAM,0.759,150.0,3.4272640575629874
143,GAM,0.757,152.0,3.418233058728829
484,GAM,0.756,153.0,3.41371755931175
959,GAM,0.756,153.0,3.41371755931175
1559,GAM,0.755,155.0,3.409202059894671
923,GAM,0.753,156.0,3.400171061060513
1700,GAM,0.751,157.0,3.391140062226355
1277,GAM,0.75,158.0,3.386624562809276
1932,GAM,0.745,159.0,3.364047065723881
1994,GAM,0.744,160.0,3.3595315663068015
2284,GAM,0.744,160.0,3.3595315663068015
1264,GAM,0.743,162.0,3.3550160668897226
861,GAM,0.742,163.0,3.3505005674726434
1879,GAM,0.741,164.0,3.3459850680555645
287,GAM,0.74,165.0,3.3414695686384857
38,GAM,0.736,166.0,3.3234075709701694
2677,GAM,0.735,167.0,3.31889207155309
1413,GAM,0.733,168.0,3.3098610727189324
351,GAM,0.732,169.0,3.305345573301853
1321,GAM,0.732,169.0,3.305345573301853
2255,GAM,0.732,169.0,3.305345573301853
1437,GAM,0.729,172.0,3.291799075050616
2224,GAM,0.728,173.0,3.287283575633537
2609,GAM,0.728,173.0,3.287283575633537
2067,GAM,0.727,175.0,3.282768076216458
2430,GAM,0.727,175.0,3.282768076216458
1639,GAM,0.723,177.0,3.2647060785481417
262,GAM,0.722,178.0,3.260190579131063
429,GAM,0.722,178.0,3.260190579131063
561,GAM,0.722,178.0,3.260190579131063
