Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
2584,GAM,1.694,1.0,7.807463444358398
522,GAM,1.575,2.0,7.25900526851504
900,GAM,1.567,3.0,7.222134130643218
96,GAM,1.549,4.0,7.139174070431617
2188,GAM,1.494,5.0,6.885684997562838
2404,GAM,1.483,6.0,6.8349871829890825
1697,GAM,1.446,7.0,6.664458170331903
1530,GAM,1.412,8.0,6.507755834376658
2724,GAM,1.392,9.0,6.415577989697102
748,GAM,1.39,10.0,6.406360205229146
307,GAM,1.383,11.0,6.374097959591301
606,GAM,1.368,12.0,6.304964576081635
84,GAM,1.353,13.0,6.235831192571967
2300,GAM,1.352,14.0,6.231222300337991
306,GAM,1.342,15.0,6.185133377998213
2085,GAM,1.34,16.0,6.175915593530257
1009,GAM,1.337,17.0,6.162088916828322
1972,GAM,1.33,18.0,6.129826671190479
1129,GAM,1.304,19.0,6.009995473107056
2436,GAM,1.292,20.0,5.954688766299322
2274,GAM,1.282,21.0,5.908599843959544
2004,GAM,1.281,22.0,5.903990951725565
1469,GAM,1.271,23.0,5.857902029385787
2318,GAM,1.247,24.0,5.747288615770321
1681,GAM,1.243,25.0,5.72885304683441
2177,GAM,1.231,26.0,5.673546340026676
1412,GAM,1.23,27.0,5.668937447792698
2583,GAM,1.229,28.0,5.66432855555872
294,GAM,1.222,29.0,5.632066309920876
1169,GAM,1.216,30.0,5.604412956517009
1910,GAM,1.196,31.0,5.512235111837453
1837,GAM,1.192,32.0,5.493799542901542
1377,GAM,1.168,33.0,5.383186129286074
2541,GAM,1.166,34.0,5.373968344818119
1484,GAM,1.149,35.0,5.295617176840496
220,GAM,1.131,36.0,5.212657116628895
1749,GAM,1.129,37.0,5.20343933216094
636,GAM,1.121,38.0,5.166568194289117
815,GAM,1.12,39.0,5.16195930205514
1572,GAM,1.12,39.0,5.16195930205514
2486,GAM,1.101,41.0,5.074390349609561
1649,GAM,1.097,42.0,5.05595478067365
1423,GAM,1.096,43.0,5.0513458884396725
149,GAM,1.095,44.0,5.046736996205694
539,GAM,1.084,45.0,4.996039181631939
1476,GAM,1.059,46.0,4.880816875782493
1121,GAM,1.058,47.0,4.876207983548516
740,GAM,1.056,48.0,4.86699019908056
2022,GAM,1.056,48.0,4.86699019908056
1428,GAM,1.055,50.0,4.862381306846582
527,GAM,1.053,51.0,4.853163522378627
425,GAM,1.047,52.0,4.82551016897476
1729,GAM,1.036,53.0,4.774812354401004
1597,GAM,1.035,54.0,4.770203462167026
714,GAM,1.032,55.0,4.756376785465093
1692,GAM,1.032,55.0,4.756376785465093
2648,GAM,1.027,57.0,4.733332324295204
570,GAM,1.025,58.0,4.724114539827248
885,GAM,1.024,59.0,4.71950564759327
1096,GAM,1.024,59.0,4.71950564759327
2443,GAM,1.024,59.0,4.71950564759327
2110,GAM,1.022,62.0,4.710287863125315
2758,GAM,1.02,63.0,4.701070078657359
556,GAM,1.019,64.0,4.696461186423381
1371,GAM,1.018,65.0,4.691852294189403
1758,GAM,1.018,65.0,4.691852294189403
2295,GAM,1.018,65.0,4.691852294189403
2209,GAM,1.017,68.0,4.687243401955425
39,GAM,1.016,69.0,4.682634509721448
1360,GAM,1.015,70.0,4.67802561748747
1114,GAM,1.009,71.0,4.650372264083603
1185,GAM,1.002,72.0,4.618110018445758
193,GAM,0.996,73.0,4.590456665041892
2158,GAM,0.996,73.0,4.590456665041892
2029,GAM,0.994,75.0,4.581238880573936
1355,GAM,0.986,76.0,4.544367742702114
2689,GAM,0.976,77.0,4.498278820362335
1885,GAM,0.975,78.0,4.493669928128358
1010,GAM,0.968,79.0,4.461407682490513
2344,GAM,0.966,80.0,4.452189898022557
2047,GAM,0.956,81.0,4.406100975682779
35,GAM,0.954,82.0,4.396883191214824
2422,GAM,0.953,83.0,4.392274298980846
2538,GAM,0.951,84.0,4.383056514512891
1040,GAM,0.948,85.0,4.369229837810957
318,GAM,0.944,86.0,4.350794268875046
100,GAM,0.942,87.0,4.34157648440709
410,GAM,0.941,88.0,4.336967592173113
1354,GAM,0.935,89.0,4.309314238769247
1468,GAM,0.931,90.0,4.290878669833335
2284,GAM,0.931,90.0,4.290878669833335
2339,GAM,0.929,92.0,4.28166088536538
2210,GAM,0.922,93.0,4.249398639727535
1406,GAM,0.92,94.0,4.240180855259579
2259,GAM,0.92,94.0,4.240180855259579
1238,GAM,0.914,96.0,4.212527501855712
581,GAM,0.913,97.0,4.207918609621735
1345,GAM,0.91,98.0,4.194091932919801
2578,GAM,0.908,99.0,4.184874148451845
844,GAM,0.907,100.0,4.180265256217868
176,GAM,0.906,101.0,4.17565636398389
476,GAM,0.906,101.0,4.17565636398389
2257,GAM,0.906,101.0,4.17565636398389
249,GAM,0.901,104.0,4.152611902814001
1243,GAM,0.898,105.0,4.138785226112067
1311,GAM,0.895,106.0,4.124958549410134
160,GAM,0.891,107.0,4.106522980474223
1652,GAM,0.891,107.0,4.106522980474223
1012,GAM,0.889,109.0,4.097305196006267
2030,GAM,0.885,110.0,4.078869627070356
2199,GAM,0.883,111.0,4.069651842602401
761,GAM,0.879,112.0,4.051216273666489
1011,GAM,0.867,113.0,3.995909566858755
1518,GAM,0.867,113.0,3.995909566858755
2290,GAM,0.867,113.0,3.995909566858755
877,GAM,0.863,116.0,3.977473997922844
1419,GAM,0.863,116.0,3.977473997922844
1924,GAM,0.855,118.0,3.9406028600510217
1025,GAM,0.852,119.0,3.926776183349088
2130,GAM,0.852,119.0,3.926776183349088
970,GAM,0.844,121.0,3.8899050454772657
818,GAM,0.84,122.0,3.8714694765413546
2145,GAM,0.839,123.0,3.8668605843073767
951,GAM,0.832,124.0,3.834598338669532
1778,GAM,0.831,125.0,3.829989446435554
1255,GAM,0.829,126.0,3.8207716619675987
2052,GAM,0.828,127.0,3.8161627697336207
664,GAM,0.825,128.0,3.8023360930316876
1793,GAM,0.825,128.0,3.8023360930316876
1892,GAM,0.823,130.0,3.7931183085637317
1019,GAM,0.82,131.0,3.7792916318617986
955,GAM,0.819,132.0,3.7746827396278206
856,GAM,0.818,133.0,3.7700738473938427
1151,GAM,0.818,133.0,3.7700738473938427
437,GAM,0.815,135.0,3.756247170691909
964,GAM,0.815,135.0,3.756247170691909
1142,GAM,0.815,135.0,3.756247170691909
