Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
522,GAM,1.862,1.0,9.012018672194191
96,GAM,1.754,2.0,8.489302229338673
2188,GAM,1.696,3.0,8.208584139657006
2300,GAM,1.563,4.0,7.5648685202145645
900,GAM,1.541,5.0,7.45838924481807
294,GAM,1.47,6.0,7.114751583311203
318,GAM,1.432,7.0,6.930832834899076
1169,GAM,1.408,8.0,6.814673625375628
1910,GAM,1.39,9.0,6.727554218233042
1837,GAM,1.376,10.0,6.659794679344364
2259,GAM,1.345,11.0,6.5097557003765765
1129,GAM,1.326,12.0,6.417796326170514
2177,GAM,1.296,13.0,6.2725973142662035
2047,GAM,1.271,14.0,6.151598137679278
1121,GAM,1.266,15.0,6.127398302361893
2583,GAM,1.251,16.0,6.054798796409737
2404,GAM,1.24,17.0,6.0015591587114905
2110,GAM,1.227,18.0,5.93863958688629
307,GAM,1.219,19.0,5.899919850378474
1530,GAM,1.219,19.0,5.899919850378474
100,GAM,1.217,21.0,5.89023991625152
1697,GAM,1.21,22.0,5.85636014680718
1009,GAM,1.197,23.0,5.79344057498198
2158,GAM,1.196,24.0,5.788600607918502
581,GAM,1.188,25.0,5.749880871410686
748,GAM,1.188,25.0,5.749880871410686
1371,GAM,1.181,27.0,5.716001101966348
1972,GAM,1.159,28.0,5.609521826569853
2436,GAM,1.147,29.0,5.551442221808129
1885,GAM,1.137,30.0,5.503042551173359
2274,GAM,1.132,31.0,5.478842715855973
1185,GAM,1.126,32.0,5.449802913475112
1758,GAM,1.126,32.0,5.449802913475112
2690,GAM,1.105,34.0,5.348163605142094
193,GAM,1.1,35.0,5.32396376982471
1423,GAM,1.098,36.0,5.314283835697756
1749,GAM,1.097,37.0,5.309443868634278
1597,GAM,1.094,38.0,5.2949239674438475
2584,GAM,1.094,38.0,5.2949239674438475
539,GAM,1.087,40.0,5.261044197999508
149,GAM,1.084,41.0,5.246524296809078
1681,GAM,1.084,41.0,5.246524296809078
297,GAM,1.074,43.0,5.198124626174308
527,GAM,1.057,44.0,5.115845186095198
2209,GAM,1.052,45.0,5.091645350777814
1070,GAM,1.051,46.0,5.086805383714336
255,GAM,1.05,47.0,5.081965416650859
1614,GAM,1.05,47.0,5.081965416650859
2004,GAM,1.05,47.0,5.081965416650859
2085,GAM,1.041,50.0,5.038405713079566
2318,GAM,1.031,51.0,4.990006042444795
2130,GAM,1.03,52.0,4.985166075381319
1729,GAM,1.026,53.0,4.965806207127411
220,GAM,1.02,54.0,4.936766404746549
2724,GAM,1.018,55.0,4.927086470619595
2689,GAM,1.015,56.0,4.912566569429163
306,GAM,1.008,57.0,4.878686799984825
951,GAM,1.003,58.0,4.854486964667439
476,GAM,0.998,59.0,4.830287129350054
2149,GAM,0.997,60.0,4.8254471622865776
1360,GAM,0.991,61.0,4.796407359905715
1871,GAM,0.986,62.0,4.772207524588331
1040,GAM,0.984,63.0,4.762527590461376
556,GAM,0.973,64.0,4.7092879527631295
955,GAM,0.97,65.0,4.694768051572698
1469,GAM,0.969,66.0,4.689928084509221
570,GAM,0.968,67.0,4.685088117445744
1412,GAM,0.963,68.0,4.660888282128359
70,GAM,0.962,69.0,4.656048315064882
679,GAM,0.962,69.0,4.656048315064882
2758,GAM,0.958,71.0,4.636688446810974
1476,GAM,0.955,72.0,4.622168545620543
2029,GAM,0.954,73.0,4.617328578557066
1484,GAM,0.951,74.0,4.602808677366635
761,GAM,0.949,75.0,4.5931287432396815
1692,GAM,0.949,75.0,4.5931287432396815
837,GAM,0.935,77.0,4.525369204351003
2648,GAM,0.924,78.0,4.4721295666527565
467,GAM,0.918,79.0,4.443089764271894
2030,GAM,0.918,79.0,4.443089764271894
35,GAM,0.91,81.0,4.404370027764078
