Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
2648,GAM,2.279,1.0,9.890458118487159
1697,GAM,2.007,2.0,8.710026083283777
307,GAM,1.918,3.0,8.323781777647376
2177,GAM,1.816,4.0,7.881119764446109
900,GAM,1.807,5.0,7.842061351516585
1681,GAM,1.751,6.0,7.59903122662177
2300,GAM,1.636,7.0,7.099951505855635
522,GAM,1.563,8.0,6.78314437876061
1729,GAM,1.549,9.0,6.722386847536906
539,GAM,1.51,10.0,6.553133724842304
96,GAM,1.497,11.0,6.4967160172774365
1169,GAM,1.488,12.0,6.457657604347912
2318,GAM,1.413,13.0,6.132170829935216
1749,GAM,1.4,14.0,6.075753122370347
511,GAM,1.382,15.0,5.9976362965113
606,GAM,1.382,15.0,5.9976362965113
1371,GAM,1.378,17.0,5.980277001875956
2188,GAM,1.374,18.0,5.962917707240614
1476,GAM,1.371,19.0,5.949898236264105
84,GAM,1.369,20.0,5.941218588946433
2085,GAM,1.367,21.0,5.932538941628761
1172,GAM,1.349,22.0,5.854422115769713
1360,GAM,1.347,23.0,5.845742468452042
1423,GAM,1.343,24.0,5.828383173816698
2724,GAM,1.331,25.0,5.776305289910666
2583,GAM,1.322,26.0,5.7372468769811436
1040,GAM,1.321,27.0,5.7329070533223065
1910,GAM,1.317,28.0,5.715547758686963
2004,GAM,1.309,29.0,5.680829169416275
1885,GAM,1.305,30.0,5.663469874780931
527,GAM,1.233,31.0,5.351002571344742
1129,GAM,1.23,32.0,5.337983100368234
294,GAM,1.211,33.0,5.255526450850351
2209,GAM,1.209,34.0,5.246846803532679
748,GAM,1.2,35.0,5.207788390603155
1243,GAM,1.188,36.0,5.155710506697123
70,GAM,1.187,37.0,5.151370683038288
1871,GAM,1.178,38.0,5.112312270108764
127,GAM,1.172,39.0,5.086273328155748
2486,GAM,1.166,40.0,5.060234386202732
2158,GAM,1.153,41.0,5.0038166786378655
679,GAM,1.15,42.0,4.990797207661357
1484,GAM,1.15,42.0,4.990797207661357
1377,GAM,1.149,44.0,4.986457384002521
1572,GAM,1.147,45.0,4.97777773668485
2584,GAM,1.144,46.0,4.964758265708341
100,GAM,1.129,47.0,4.899660910825802
318,GAM,1.128,48.0,4.895321087166965
425,GAM,1.121,49.0,4.864942321555114
2029,GAM,1.108,50.0,4.808524613990247
1530,GAM,1.106,51.0,4.799844966672575
2030,GAM,1.093,52.0,4.743427259107707
638,GAM,1.09,53.0,4.7304077881312
1837,GAM,1.081,54.0,4.691349375201676
570,GAM,1.078,55.0,4.678329904225168
2690,GAM,1.072,56.0,4.652290962272152
636,GAM,1.069,57.0,4.639271491295644
2436,GAM,1.065,58.0,4.6219121966603005
2404,GAM,1.062,59.0,4.608892725683793
2259,GAM,1.06,60.0,4.600213078366121
815,GAM,1.053,61.0,4.569834312754269
1070,GAM,1.052,62.0,4.565494489095433
1649,GAM,1.048,63.0,4.548135194460089
1692,GAM,1.048,63.0,4.548135194460089
1853,GAM,1.044,65.0,4.530775899824746
1121,GAM,1.037,66.0,4.500397134212893
143,GAM,1.03,67.0,4.470018368601042
1009,GAM,1.03,67.0,4.470018368601042
1972,GAM,1.028,69.0,4.4613387212833695
1025,GAM,1.014,70.0,4.4005811900596665
1892,GAM,1.009,71.0,4.378882071765486
797,GAM,1.002,72.0,4.348503306153635
1114,GAM,1.001,73.0,4.344163482494799
297,GAM,0.998,74.0,4.331144011518291
2274,GAM,0.997,75.0,4.326804187859455
1597,GAM,0.992,76.0,4.3051050695652755
149,GAM,0.984,77.0,4.2703864802945875
306,GAM,0.983,78.0,4.266046656635751
1412,GAM,0.982,79.0,4.261706832976915
1558,GAM,0.974,80.0,4.226988243706228
1428,GAM,0.971,81.0,4.21396877272972
1355,GAM,0.97,82.0,4.209628949070884
1469,GAM,0.967,83.0,4.196609478094376
241,GAM,0.965,84.0,4.187929830776704
2110,GAM,0.963,85.0,4.179250183459032
1314,GAM,0.958,86.0,4.157551065164852
2344,GAM,0.958,86.0,4.157551065164852
183,GAM,0.953,88.0,4.135851946870672
1663,GAM,0.953,88.0,4.135851946870672
476,GAM,0.952,90.0,4.131512123211836
410,GAM,0.949,91.0,4.118492652235329
39,GAM,0.948,92.0,4.114152828576493
1345,GAM,0.946,93.0,4.10547318125882
1255,GAM,0.94,94.0,4.0794342393058045
1012,GAM,0.933,95.0,4.0490554736939535
220,GAM,0.932,96.0,4.044715650035117
1758,GAM,0.932,96.0,4.044715650035117
1354,GAM,0.929,98.0,4.03169617905861
1096,GAM,0.917,99.0,3.9796182951525783
2047,GAM,0.914,100.0,3.9665988241760703
1010,GAM,0.913,101.0,3.9622590005172342
