Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
900,GAM,1.812,1.0,8.273590332867217
1910,GAM,1.689,2.0,7.711972446033514
96,GAM,1.633,3.0,7.456276497556382
2300,GAM,1.606,4.0,7.332994522397764
2724,GAM,1.603,5.0,7.319296525157918
522,GAM,1.601,6.0,7.310164526998021
2177,GAM,1.571,7.0,7.1731845545995565
2318,GAM,1.55,8.0,7.077298573920632
2004,GAM,1.532,9.0,6.995110590481554
2188,GAM,1.521,10.0,6.9448846006021165
2648,GAM,1.497,11.0,6.835300622683346
885,GAM,1.482,12.0,6.766810636484114
2085,GAM,1.468,13.0,6.702886649364831
1749,GAM,1.462,14.0,6.675490654885138
1530,GAM,1.457,15.0,6.652660659485394
2404,GAM,1.416,16.0,6.465454697207493
1476,GAM,1.358,17.0,6.200626750570463
1423,GAM,1.334,18.0,6.091042772651693
2584,GAM,1.329,19.0,6.068212777251948
1129,GAM,1.322,20.0,6.0362507836923065
318,GAM,1.317,21.0,6.013420788292563
2436,GAM,1.308,22.0,5.972326796573023
1360,GAM,1.302,23.0,5.944930802093331
193,GAM,1.298,24.0,5.926666805773536
294,GAM,1.29,25.0,5.890138813133945
1040,GAM,1.265,26.0,5.775988836135225
307,GAM,1.263,27.0,5.766856837975327
1371,GAM,1.262,28.0,5.762290838895379
1697,GAM,1.249,29.0,5.702932850856045
748,GAM,1.235,30.0,5.639008863736762
2422,GAM,1.228,31.0,5.60704687017712
1169,GAM,1.215,32.0,5.547688882137786
2259,GAM,1.214,33.0,5.543122883057837
2209,GAM,1.21,34.0,5.524858886738041
2110,GAM,1.198,35.0,5.470066897778656
2047,GAM,1.192,36.0,5.442670903298963
1681,GAM,1.187,37.0,5.41984090789922
1837,GAM,1.181,38.0,5.392444913419527
2158,GAM,1.173,39.0,5.355916920779936
539,GAM,1.169,40.0,5.337652924460142
100,GAM,1.16,41.0,5.296558932740601
2583,GAM,1.16,41.0,5.296558932740601
581,GAM,1.146,43.0,5.232634945621318
1484,GAM,1.133,44.0,5.173276957581985
2130,GAM,1.111,45.0,5.072824977823111
2199,GAM,1.102,46.0,5.031730986103573
2690,GAM,1.099,47.0,5.018032988863725
1614,GAM,1.093,48.0,4.990636994384032
1572,GAM,1.087,49.0,4.96324099990434
35,GAM,1.077,50.0,4.917581009104851
606,GAM,1.076,51.0,4.913015010024903
527,GAM,1.073,52.0,4.8993170127850565
1243,GAM,1.073,52.0,4.8993170127850565
1778,GAM,1.072,54.0,4.8947510137051085
287,GAM,1.063,55.0,4.853657021985568
2486,GAM,1.06,56.0,4.839959024745722
302,GAM,1.058,57.0,4.830827026585825
761,GAM,1.056,58.0,4.8216950284259275
1885,GAM,1.053,59.0,4.807997031186081
955,GAM,1.05,60.0,4.794299033946235
1010,GAM,1.047,61.0,4.780601036706388
39,GAM,1.041,62.0,4.753205042226695
1114,GAM,1.038,63.0,4.7395070449868495
1729,GAM,1.035,64.0,4.725809047747002
2541,GAM,1.035,64.0,4.725809047747002
1009,GAM,1.033,66.0,4.716677049587105
1070,GAM,1.021,67.0,4.661885060627719
1972,GAM,1.021,67.0,4.661885060627719
69,GAM,1.018,69.0,4.648187063387873
1096,GAM,1.004,70.0,4.58426307626859
476,GAM,0.997,71.0,4.552301082708948
