Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
900,GAM,1.902,1.0,9.053343483090726
1129,GAM,1.581,2.0,7.52541327379939
2648,GAM,1.558,3.0,7.415935408336148
96,GAM,1.52,4.0,7.235058934962096
522,GAM,1.51,5.0,7.187459863021555
1910,GAM,1.489,6.0,7.087501811946422
2188,GAM,1.445,7.0,6.878065895408045
193,GAM,1.426,8.0,6.787627658721018
1749,GAM,1.411,9.0,6.716229050810209
294,GAM,1.4,10.0,6.663870071675614
307,GAM,1.384,11.0,6.587711556570749
2300,GAM,1.365,12.0,6.497273319883724
2541,GAM,1.35,13.0,6.425874711972914
2130,GAM,1.313,14.0,6.2497581457929146
1837,GAM,1.309,15.0,6.230718517016699
2318,GAM,1.288,16.0,6.130760465941565
1697,GAM,1.266,17.0,6.0260425076723765
2404,GAM,1.258,18.0,5.987963250119945
539,GAM,1.211,19.0,5.764247611999407
1681,GAM,1.21,20.0,5.759487704805352
2584,GAM,1.209,21.0,5.754727797611299
1530,GAM,1.203,22.0,5.726168354446974
287,GAM,1.183,23.0,5.630970210565894
2177,GAM,1.177,24.0,5.60241076740157
2436,GAM,1.172,25.0,5.5786112314312994
581,GAM,1.164,26.0,5.540531973878867
2110,GAM,1.158,27.0,5.5119725307145435
1729,GAM,1.153,28.0,5.488172994744274
2004,GAM,1.151,29.0,5.478653180356166
1169,GAM,1.143,30.0,5.4405739228037335
1778,GAM,1.133,31.0,5.392974850863194
748,GAM,1.129,32.0,5.373935222086978
1009,GAM,1.116,33.0,5.312056428564276
2085,GAM,1.105,34.0,5.259697449429681
35,GAM,1.087,35.0,5.174019119936709
2274,GAM,1.086,36.0,5.169259212742655
1972,GAM,1.078,37.0,5.131179955190223
2486,GAM,1.072,38.0,5.102620512025899
1484,GAM,1.062,39.0,5.055021440085359
2583,GAM,1.059,40.0,5.040741718503196
2724,GAM,1.059,40.0,5.040741718503196
255,GAM,1.058,42.0,5.035981811309143
885,GAM,1.057,43.0,5.031221904115088
302,GAM,1.042,44.0,4.959823296204279
318,GAM,1.042,44.0,4.959823296204279
149,GAM,1.031,46.0,4.907464317069684
1371,GAM,1.031,46.0,4.907464317069684
955,GAM,1.03,48.0,4.90270440987563
1476,GAM,1.029,49.0,4.897944502681576
476,GAM,1.027,50.0,4.888424688293468
1758,GAM,1.021,51.0,4.859865245129144
1360,GAM,1.02,52.0,4.855105337935091
2047,GAM,1.014,53.0,4.826545894770766
556,GAM,1.012,54.0,4.817026080382658
2290,GAM,1.008,55.0,4.797986451606442
570,GAM,1.007,56.0,4.793226544412388
951,GAM,0.997,57.0,4.745627472471848
2758,GAM,0.99,58.0,4.71230812211347
527,GAM,0.986,59.0,4.6932684933372535
1885,GAM,0.983,60.0,4.678988771755092
84,GAM,0.981,61.0,4.669468957366984
2422,GAM,0.978,62.0,4.655189235784822
606,GAM,0.972,63.0,4.626629792620498
1423,GAM,0.972,63.0,4.626629792620498
1010,GAM,0.97,65.0,4.6171099782323894
1040,GAM,0.968,66.0,4.607590163844281
761,GAM,0.962,67.0,4.579030720679958
2259,GAM,0.956,68.0,4.5504712775156335
2199,GAM,0.953,69.0,4.536191555933471
220,GAM,0.942,70.0,4.483832576798878
1853,GAM,0.939,71.0,4.469552855216715
511,GAM,0.933,72.0,4.440993412052392
1185,GAM,0.932,73.0,4.436233504858338
1649,GAM,0.932,73.0,4.436233504858338
1172,GAM,0.93,75.0,4.42671369047023
2443,GAM,0.928,76.0,4.417193876082122
297,GAM,0.914,77.0,4.350555175365366
1243,GAM,0.91,78.0,4.3315155465891495
2538,GAM,0.906,79.0,4.312475917812933
1572,GAM,0.903,80.0,4.298196196230771
1597,GAM,0.902,81.0,4.293436289036717
1412,GAM,0.901,82.0,4.288676381842663
1413,GAM,0.901,82.0,4.288676381842663
39,GAM,0.9,84.0,4.283916474648609
2432,GAM,0.89,85.0,4.236317402708069
2158,GAM,0.887,86.0,4.222037681125907
2030,GAM,0.883,87.0,4.202998052349691
160,GAM,0.878,88.0,4.1791985163794205
2149,GAM,0.876,89.0,4.169678701991312
2731,GAM,0.876,89.0,4.169678701991312
369,GAM,0.875,91.0,4.164918794797259
2209,GAM,0.873,92.0,4.155398980409151
1406,GAM,0.868,93.0,4.131599444438881
100,GAM,0.867,94.0,4.126839537244827
1345,GAM,0.865,95.0,4.117319722856719
1121,GAM,0.861,96.0,4.098280094080502
861,GAM,0.859,97.0,4.088760279692394
2344,GAM,0.859,97.0,4.088760279692394
1355,GAM,0.855,99.0,4.069720650916178
1748,GAM,0.855,99.0,4.069720650916178
2029,GAM,0.855,99.0,4.069720650916178
2690,GAM,0.855,99.0,4.069720650916178
2295,GAM,0.854,103.0,4.064960743722125
69,GAM,0.852,104.0,4.055440929334017
1321,GAM,0.852,104.0,4.055440929334017
1692,GAM,0.849,106.0,4.041161207751855
410,GAM,0.847,107.0,4.0316413933637465
679,GAM,0.847,107.0,4.0316413933637465
194,GAM,0.846,109.0,4.026881486169692
740,GAM,0.846,109.0,4.026881486169692
1354,GAM,0.846,109.0,4.026881486169692
1277,GAM,0.844,112.0,4.017361671781584
176,GAM,0.843,113.0,4.01260176458753
1871,GAM,0.842,114.0,4.007841857393476
1311,GAM,0.841,115.0,4.003081950199422
70,GAM,0.839,116.0,3.9935621358113145
249,GAM,0.837,117.0,3.9840423214232064
2689,GAM,0.836,118.0,3.9792824142291523
143,GAM,0.835,119.0,3.9745225070350982
425,GAM,0.833,120.0,3.96500269264699
1114,GAM,0.831,121.0,3.955482878258882
1070,GAM,0.83,122.0,3.950722971064828
1428,GAM,0.83,122.0,3.950722971064828
2022,GAM,0.826,124.0,3.931683342288612
797,GAM,0.825,125.0,3.926923435094558
714,GAM,0.817,126.0,3.888844177542126
2509,GAM,0.816,127.0,3.884084270348072
1652,GAM,0.812,128.0,3.8650446415718562
1879,GAM,0.811,129.0,3.8602847343778026
2339,GAM,0.81,130.0,3.8555248271837486
1096,GAM,0.809,131.0,3.8507649199896945
664,GAM,0.806,132.0,3.8364851984075323
127,GAM,0.799,133.0,3.8031658480491544
1012,GAM,0.796,134.0,3.788886126466992
2261,GAM,0.796,134.0,3.788886126466992
2593,GAM,0.795,136.0,3.784126219272938
75,GAM,0.786,137.0,3.741287054526452
2430,GAM,0.783,138.0,3.72700733294429
821,GAM,0.78,139.0,3.712727611362128
877,GAM,0.78,139.0,3.712727611362128
844,GAM,0.777,141.0,3.698447889779966
1614,GAM,0.776,142.0,3.693687982585912
1255,GAM,0.771,143.0,3.6698884466156416
214,GAM,0.769,144.0,3.660368632227534
1025,GAM,0.769,144.0,3.660368632227534
1518,GAM,0.768,146.0,3.65560872503348
1377,GAM,0.762,147.0,3.6270492818691555
2255,GAM,0.76,148.0,3.617529467481048
427,GAM,0.759,149.0,3.612769560286994
320,GAM,0.758,150.0,3.6080096530929398
1523,GAM,0.754,151.0,3.5889700243167235
117,GAM,0.753,152.0,3.5842101171226695
638,GAM,0.753,152.0,3.5842101171226695
1151,GAM,0.752,154.0,3.5794502099286154
1639,GAM,0.751,155.0,3.5746903027345613
507,GAM,0.75,156.0,3.5699303955405077
856,GAM,0.748,157.0,3.5604105811523996
964,GAM,0.748,157.0,3.5604105811523996
2651,GAM,0.748,157.0,3.5604105811523996
561,GAM,0.744,160.0,3.5413709523761834
2224,GAM,0.743,161.0,3.5366110451821293
2284,GAM,0.741,162.0,3.527091230794021
2309,GAM,0.741,162.0,3.527091230794021
2159,GAM,0.74,164.0,3.5223313235999676
2609,GAM,0.74,164.0,3.5223313235999676
2227,GAM,0.739,166.0,3.5175714164059135
970,GAM,0.738,167.0,3.5128115092118595
1011,GAM,0.738,167.0,3.5128115092118595
2633,GAM,0.738,167.0,3.5128115092118595
775,GAM,0.737,170.0,3.5080516020178054
1960,GAM,0.734,171.0,3.4937718804356432
306,GAM,0.733,172.0,3.489011973241589
2517,GAM,0.733,172.0,3.489011973241589
2299,GAM,0.732,174.0,3.484252066047535
674,GAM,0.731,175.0,3.479492158853481
1607,GAM,0.73,176.0,3.4747322516594275
2275,GAM,0.729,177.0,3.4699723444653734
569,GAM,0.726,178.0,3.455692622883211
1264,GAM,0.725,179.0,3.450932715689157
636,GAM,0.724,180.0,3.446172808495103
408,GAM,0.723,181.0,3.441412901301049
484,GAM,0.72,182.0,3.4271331797188873
1791,GAM,0.719,183.0,3.4223732725248333
1543,GAM,0.716,184.0,3.408093550942671
1062,GAM,0.714,185.0,3.398573736554563
1019,GAM,0.713,186.0,3.393813829360509
1493,GAM,0.712,187.0,3.389053922166455
467,GAM,0.71,188.0,3.379534107778347
1419,GAM,0.71,188.0,3.379534107778347
1469,GAM,0.71,188.0,3.379534107778347
129,GAM,0.709,191.0,3.374774200584293
402,GAM,0.709,191.0,3.374774200584293
2161,GAM,0.707,193.0,3.365254386196185
815,GAM,0.706,194.0,3.360494479002131
1700,GAM,0.706,194.0,3.360494479002131
1559,GAM,0.705,196.0,3.355734571808077
518,GAM,0.704,197.0,3.350974664614023
933,GAM,0.704,197.0,3.350974664614023
763,GAM,0.703,199.0,3.3462147574199688
431,GAM,0.7,200.0,3.331935035837807
1892,GAM,0.7,200.0,3.331935035837807
1931,GAM,0.7,200.0,3.331935035837807
371,GAM,0.698,203.0,3.322415221449699
1558,GAM,0.697,204.0,3.317655314255645
1080,GAM,0.696,205.0,3.312895407061591
1656,GAM,0.693,206.0,3.2986156854794286
2145,GAM,0.693,206.0,3.2986156854794286
293,GAM,0.692,208.0,3.2938557782853746
2450,GAM,0.691,209.0,3.2890958710913205
2612,GAM,0.691,209.0,3.2890958710913205
1680,GAM,0.69,211.0,3.284335963897267
1764,GAM,0.686,212.0,3.265296335121051
2456,GAM,0.685,213.0,3.260536427926997
850,GAM,0.683,214.0,3.251016613538889
1647,GAM,0.682,215.0,3.246256706344835
2679,GAM,0.682,215.0,3.246256706344835
1212,GAM,0.68,217.0,3.236736891956727
2497,GAM,0.679,218.0,3.231976984762673
923,GAM,0.677,219.0,3.222457170374565
2152,GAM,0.676,220.0,3.217697263180511
262,GAM,0.675,221.0,3.212937355986457
1220,GAM,0.675,221.0,3.212937355986457
351,GAM,0.674,223.0,3.208177448792403
2092,GAM,0.673,224.0,3.203417541598349
1503,GAM,0.67,225.0,3.189137820016187
334,GAM,0.669,226.0,3.184377912822133
2090,GAM,0.669,226.0,3.184377912822133
2356,GAM,0.669,226.0,3.184377912822133
1437,GAM,0.668,229.0,3.179618005628079
1637,GAM,0.668,229.0,3.179618005628079
74,GAM,0.666,231.0,3.170098191239971
940,GAM,0.666,231.0,3.170098191239971
2475,GAM,0.666,231.0,3.170098191239971
1994,GAM,0.665,234.0,3.1653382840459168
2117,GAM,0.663,235.0,3.1558184696578087
1192,GAM,0.662,236.0,3.1510585624637546
2455,GAM,0.662,236.0,3.1510585624637546
1285,GAM,0.661,238.0,3.146298655269701
1233,GAM,0.66,239.0,3.141538748075647
1356,GAM,0.66,239.0,3.141538748075647
2708,GAM,0.66,239.0,3.141538748075647
260,GAM,0.659,242.0,3.136778840881593
1847,GAM,0.659,242.0,3.136778840881593
2273,GAM,0.659,242.0,3.136778840881593
1688,GAM,0.657,245.0,3.1272590264934848
878,GAM,0.656,246.0,3.1224991192994307
1549,GAM,0.656,246.0,3.1224991192994307
2394,GAM,0.656,246.0,3.1224991192994307
151,GAM,0.653,249.0,3.1082193977172685
1122,GAM,0.652,250.0,3.1034594905232145
2084,GAM,0.652,250.0,3.1034594905232145
2515,GAM,0.652,250.0,3.1034594905232145
865,GAM,0.651,253.0,3.098699583329161
1118,GAM,0.65,254.0,3.093939676135107
2076,GAM,0.65,254.0,3.093939676135107
2160,GAM,0.65,254.0,3.093939676135107
52,GAM,0.649,257.0,3.0891797689410527
82,GAM,0.649,257.0,3.0891797689410527
429,GAM,0.648,259.0,3.0844198617469987
529,GAM,0.648,259.0,3.0844198617469987
1856,GAM,0.648,259.0,3.0844198617469987
1585,GAM,0.645,262.0,3.0701401401648365
241,GAM,0.643,263.0,3.0606203257767284
1226,GAM,0.643,263.0,3.0606203257767284
2189,GAM,0.643,263.0,3.0606203257767284
2600,GAM,0.643,263.0,3.0606203257767284
2566,GAM,0.642,267.0,3.0558604185826743
2704,GAM,0.642,267.0,3.0558604185826743
1144,GAM,0.641,269.0,3.0511005113886207
1601,GAM,0.641,269.0,3.0511005113886207
2776,GAM,0.641,269.0,3.0511005113886207
814,GAM,0.639,272.0,3.0415806970005126
1142,GAM,0.638,273.0,3.0368207898064585
2013,GAM,0.638,273.0,3.0368207898064585
1305,GAM,0.637,275.0,3.0320608826124045
979,GAM,0.636,276.0,3.0273009754183504
2305,GAM,0.636,276.0,3.0273009754183504
552,GAM,0.635,278.0,3.0225410682242964
1502,GAM,0.635,278.0,3.0225410682242964
2266,GAM,0.635,278.0,3.0225410682242964
997,GAM,0.634,281.0,3.0177811610302423
904,GAM,0.633,282.0,3.0130212538361882
925,GAM,0.633,282.0,3.0130212538361882
2038,GAM,0.633,282.0,3.0130212538361882
959,GAM,0.632,285.0,3.008261346642134
996,GAM,0.629,286.0,2.9939816250599725
1958,GAM,0.629,286.0,2.9939816250599725
170,GAM,0.628,288.0,2.9892217178659184
1033,GAM,0.628,288.0,2.9892217178659184
2010,GAM,0.628,288.0,2.9892217178659184
2542,GAM,0.628,288.0,2.9892217178659184
843,GAM,0.627,292.0,2.9844618106718643
1669,GAM,0.626,293.0,2.9797019034778103
1849,GAM,0.626,293.0,2.9797019034778103
2389,GAM,0.625,295.0,2.974941996283756
1526,GAM,0.624,296.0,2.970182089089702
601,GAM,0.623,297.0,2.965422181895648
1905,GAM,0.623,297.0,2.965422181895648
300,GAM,0.621,299.0,2.9559023675075404
358,GAM,0.621,299.0,2.9559023675075404
1772,GAM,0.621,299.0,2.9559023675075404
2578,GAM,0.621,299.0,2.9559023675075404
266,GAM,0.62,303.0,2.9511424603134864
1314,GAM,0.62,303.0,2.9511424603134864
146,GAM,0.619,305.0,2.9463825531194323
281,GAM,0.619,305.0,2.9463825531194323
2213,GAM,0.619,305.0,2.9463825531194323
38,GAM,0.618,308.0,2.9416226459253783
1746,GAM,0.618,308.0,2.9416226459253783
2099,GAM,0.617,310.0,2.936862738731324
1250,GAM,0.616,311.0,2.93210283153727
1779,GAM,0.615,312.0,2.927342924343216
1861,GAM,0.615,312.0,2.927342924343216
2054,GAM,0.614,314.0,2.922583017149162
2052,GAM,0.613,315.0,2.917823109955108
1754,GAM,0.612,316.0,2.913063202761054
454,GAM,0.61,317.0,2.9035433883729462
1825,GAM,0.61,317.0,2.9035433883729462
2063,GAM,0.61,317.0,2.9035433883729462
2179,GAM,0.61,317.0,2.9035433883729462
2368,GAM,0.61,317.0,2.9035433883729462
2411,GAM,0.609,322.0,2.898783481178892
1690,GAM,0.608,323.0,2.894023573984838
688,GAM,0.607,324.0,2.889263666790784
1183,GAM,0.606,325.0,2.88450375959673
2026,GAM,0.606,325.0,2.88450375959673
2210,GAM,0.606,325.0,2.88450375959673
2525,GAM,0.606,325.0,2.88450375959673
59,GAM,0.604,329.0,2.874983945208622
392,GAM,0.604,329.0,2.874983945208622
424,GAM,0.603,331.0,2.870224038014568
2717,GAM,0.603,331.0,2.870224038014568
437,GAM,0.602,333.0,2.8654641308205138
2635,GAM,0.601,334.0,2.86070422362646
2774,GAM,0.601,334.0,2.86070422362646
211,GAM,0.6,336.0,2.855944316432406
547,GAM,0.6,336.0,2.855944316432406
1715,GAM,0.6,336.0,2.855944316432406
2392,GAM,0.599,339.0,2.851184409238352
2487,GAM,0.599,339.0,2.851184409238352
2719,GAM,0.597,341.0,2.841664594850244
1913,GAM,0.596,342.0,2.83690468765619
2157,GAM,0.596,342.0,2.83690468765619
1627,GAM,0.595,344.0,2.832144780462136
2281,GAM,0.594,345.0,2.8273848732680817
2419,GAM,0.594,345.0,2.8273848732680817
2770,GAM,0.593,347.0,2.8226249660740277
780,GAM,0.592,348.0,2.8178650588799736
1522,GAM,0.592,348.0,2.8178650588799736
1663,GAM,0.592,348.0,2.8178650588799736
1815,GAM,0.592,348.0,2.8178650588799736
1689,GAM,0.59,352.0,2.808345244491866
505,GAM,0.589,353.0,2.803585337297812
1501,GAM,0.588,354.0,2.798825430103758
1686,GAM,0.588,354.0,2.798825430103758
1793,GAM,0.587,356.0,2.794065522909704
1924,GAM,0.587,356.0,2.794065522909704
2567,GAM,0.587,356.0,2.794065522909704
2733,GAM,0.587,356.0,2.794065522909704
874,GAM,0.585,360.0,2.7845457085215957
1565,GAM,0.585,360.0,2.7845457085215957
339,GAM,0.584,362.0,2.7797858013275416
405,GAM,0.584,362.0,2.7797858013275416
1140,GAM,0.584,362.0,2.7797858013275416
1923,GAM,0.584,362.0,2.7797858013275416
587,GAM,0.583,366.0,2.7750258941334875
995,GAM,0.583,366.0,2.7750258941334875
1238,GAM,0.583,366.0,2.7750258941334875
1662,GAM,0.583,366.0,2.7750258941334875
276,GAM,0.581,370.0,2.76550607974538
288,GAM,0.581,370.0,2.76550607974538
1625,GAM,0.581,370.0,2.76550607974538
2736,GAM,0.581,370.0,2.76550607974538
1610,GAM,0.58,374.0,2.760746172551326
387,GAM,0.579,375.0,2.7559862653572718
1295,GAM,0.579,375.0,2.7559862653572718
1448,GAM,0.578,377.0,2.7512263581632177
2610,GAM,0.578,377.0,2.7512263581632177
44,GAM,0.577,379.0,2.7464664509691636
168,GAM,0.577,379.0,2.7464664509691636
1945,GAM,0.577,379.0,2.7464664509691636
2495,GAM,0.577,379.0,2.7464664509691636
2723,GAM,0.577,379.0,2.7464664509691636
264,GAM,0.575,384.0,2.7369466365810555
1369,GAM,0.575,384.0,2.7369466365810555
1644,GAM,0.575,384.0,2.7369466365810555
1979,GAM,0.575,384.0,2.7369466365810555
2659,GAM,0.575,384.0,2.7369466365810555
321,GAM,0.574,389.0,2.7321867293870015
920,GAM,0.574,389.0,2.7321867293870015
370,GAM,0.573,391.0,2.7274268221929474
1584,GAM,0.573,391.0,2.7274268221929474
270,GAM,0.572,393.0,2.7226669149988934
998,GAM,0.572,393.0,2.7226669149988934
1107,GAM,0.572,393.0,2.7226669149988934
1189,GAM,0.572,393.0,2.7226669149988934
1263,GAM,0.57,397.0,2.7131471006107857
837,GAM,0.569,398.0,2.7083871934167316
2505,GAM,0.568,399.0,2.7036272862226776
2416,GAM,0.567,400.0,2.6988673790286235
2466,GAM,0.567,400.0,2.6988673790286235
188,GAM,0.566,402.0,2.6941074718345694
746,GAM,0.563,403.0,2.6798277502524073
1920,GAM,0.563,403.0,2.6798277502524073
2200,GAM,0.563,403.0,2.6798277502524073
2607,GAM,0.563,403.0,2.6798277502524073
131,GAM,0.562,407.0,2.675067843058354
753,GAM,0.561,408.0,2.6703079358643
1135,GAM,0.561,408.0,2.6703079358643
343,GAM,0.56,410.0,2.665548028670246
404,GAM,0.56,410.0,2.665548028670246
816,GAM,0.56,410.0,2.665548028670246
1794,GAM,0.56,410.0,2.665548028670246
403,GAM,0.558,414.0,2.656028214282138
