Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
2648,GAM,1.776,1.0,8.752061250909549
900,GAM,1.596,2.0,7.865028016020067
2177,GAM,1.51,3.0,7.441223248239536
2300,GAM,1.468,4.0,7.234248826765325
193,GAM,1.443,5.0,7.111049766364008
1129,GAM,1.379,6.0,6.795660171736636
294,GAM,1.322,7.0,6.514766314021634
1910,GAM,1.3,8.0,6.406351140868476
606,GAM,1.297,9.0,6.391567253620317
1484,GAM,1.293,10.0,6.371855403956106
84,GAM,1.269,11.0,6.253584305970842
539,GAM,1.265,12.0,6.2338724563066314
2689,GAM,1.265,12.0,6.2338724563066314
2130,GAM,1.262,14.0,6.219088569058473
2486,GAM,1.257,15.0,6.19444875697821
527,GAM,1.246,16.0,6.140241170401631
2436,GAM,1.217,17.0,5.997330260336104
1572,GAM,1.201,18.0,5.918482861679261
1837,GAM,1.196,19.0,5.893843049598997
2583,GAM,1.173,20.0,5.780499914029786
570,GAM,1.142,21.0,5.6277330791321525
1012,GAM,1.139,22.0,5.612949191883995
740,GAM,1.138,23.0,5.6080212294679415
2110,GAM,1.123,24.0,5.534101793227152
1697,GAM,1.121,25.0,5.524245868395047
1597,GAM,1.119,26.0,5.514389943562941
96,GAM,1.115,27.0,5.494678093898731
748,GAM,1.114,28.0,5.489750131482679
307,GAM,1.104,29.0,5.440470507322152
970,GAM,1.095,30.0,5.396118845577678
1681,GAM,1.087,31.0,5.356695146249256
2029,GAM,1.086,32.0,5.3517671838332035
287,GAM,1.082,33.0,5.332055334168993
220,GAM,1.078,34.0,5.312343484504782
2158,GAM,1.067,35.0,5.258135897928202
2188,GAM,1.065,36.0,5.248279973096097
522,GAM,1.061,37.0,5.228568123431886
1243,GAM,1.055,38.0,5.19900034893557
2651,GAM,1.048,39.0,5.164504612023202
318,GAM,1.031,40.0,5.080729250950306
1172,GAM,1.03,41.0,5.075801288534254
2090,GAM,1.025,42.0,5.05116147645399
2541,GAM,1.025,42.0,5.05116147645399
100,GAM,1.02,44.0,5.0265216643737265
1853,GAM,1.02,44.0,5.0265216643737265
511,GAM,1.015,46.0,5.001881852293463
2309,GAM,1.004,47.0,4.947674265716884
1428,GAM,0.996,48.0,4.908250566388463
505,GAM,0.994,49.0,4.898394641556357
2295,GAM,0.99,50.0,4.878682791892147
761,GAM,0.987,51.0,4.863898904643989
1345,GAM,0.984,52.0,4.849115017395831
581,GAM,0.982,53.0,4.839259092563725
2004,GAM,0.981,54.0,4.834331130147673
1680,GAM,0.977,55.0,4.814619280483462
1749,GAM,0.975,56.0,4.804763355651357
476,GAM,0.973,57.0,4.794907430819251
2047,GAM,0.972,58.0,4.789979468403199
1355,GAM,0.965,59.0,4.75548373149083
1885,GAM,0.961,60.0,4.735771881826619
276,GAM,0.96,61.0,4.7308439194105665
2538,GAM,0.958,62.0,4.7209879945784605
2085,GAM,0.957,63.0,4.716060032162408
1530,GAM,0.952,64.0,4.691420220082144
2318,GAM,0.952,64.0,4.691420220082144
2404,GAM,0.946,66.0,4.661852445585828
1729,GAM,0.944,67.0,4.651996520753723
2290,GAM,0.942,68.0,4.642140595921618
951,GAM,0.941,69.0,4.637212633505565
955,GAM,0.939,70.0,4.62735670867346
1892,GAM,0.935,71.0,4.60764485900925
2690,GAM,0.932,72.0,4.592860971761092
2724,GAM,0.923,73.0,4.548509310016618
679,GAM,0.92,74.0,4.53372542276846
1169,GAM,0.919,75.0,4.528797460352407
70,GAM,0.917,76.0,4.518941535520302
1114,GAM,0.912,77.0,4.494301723440039
1010,GAM,0.91,78.0,4.484445798607933
1096,GAM,0.907,79.0,4.469661911359775
2432,GAM,0.907,79.0,4.469661911359775
1871,GAM,0.905,81.0,4.45980598652767
2731,GAM,0.903,82.0,4.4499500616955645
2160,GAM,0.902,83.0,4.4450220992795115
149,GAM,0.895,84.0,4.4105263623671425
39,GAM,0.892,85.0,4.395742475118984
1692,GAM,0.886,86.0,4.366174700622668
2259,GAM,0.877,87.0,4.321823038878194
885,GAM,0.875,88.0,4.311967114046089
1070,GAM,0.874,89.0,4.307039151630036
2339,GAM,0.867,90.0,4.272543414717668
1610,GAM,0.863,91.0,4.252831565053457
2159,GAM,0.863,91.0,4.252831565053457
1607,GAM,0.862,93.0,4.247903602637404
1748,GAM,0.859,94.0,4.233119715389246
2584,GAM,0.852,95.0,4.198623978476878
1321,GAM,0.851,96.0,4.193696016060825
1614,GAM,0.85,97.0,4.188768053644773
2199,GAM,0.845,98.0,4.164128241564509
1778,GAM,0.843,99.0,4.154272316732404
1255,GAM,0.842,100.0,4.149344354316351
1503,GAM,0.842,100.0,4.149344354316351
775,GAM,0.841,102.0,4.1444163919002985
964,GAM,0.84,103.0,4.139488429484246
