Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
1009,GAM,1.504,1.0,7.276061965709597
900,GAM,1.488,2.0,7.1986570511807715
2274,GAM,1.423,3.0,6.884199585907418
1972,GAM,1.417,4.0,6.855172742959109
522,GAM,1.365,5.0,6.603606770740425
2583,GAM,1.364,6.0,6.5987689635823745
527,GAM,1.346,7.0,6.5116884347374455
2318,GAM,1.344,8.0,6.502012820421343
96,GAM,1.332,9.0,6.443959134524723
1749,GAM,1.329,10.0,6.429445713050568
1885,GAM,1.319,11.0,6.381067641470052
2188,GAM,1.291,12.0,6.245609041044608
2177,GAM,1.288,13.0,6.231095619570453
539,GAM,1.287,14.0,6.226257812412401
1172,GAM,1.279,15.0,6.187555355147988
2300,GAM,1.266,16.0,6.124663862093318
2404,GAM,1.266,16.0,6.124663862093318
1530,GAM,1.219,18.0,5.897286925664893
100,GAM,1.214,19.0,5.873097889874635
1129,GAM,1.203,20.0,5.819882011136068
1476,GAM,1.197,21.0,5.7908551681877585
2259,GAM,1.197,21.0,5.7908551681877585
1692,GAM,1.194,23.0,5.7763417467136025
2004,GAM,1.18,24.0,5.70861244650088
511,GAM,1.177,25.0,5.694099025026726
2486,GAM,1.171,26.0,5.665072182078417
2724,GAM,1.163,27.0,5.626369724814004
307,GAM,1.154,28.0,5.582829460391539
2085,GAM,1.151,29.0,5.568316038917384
1697,GAM,1.149,30.0,5.558640424601282
1360,GAM,1.144,31.0,5.534451388811023
2584,GAM,1.141,32.0,5.519937967336869
1910,GAM,1.128,33.0,5.457046474282198
2158,GAM,1.128,33.0,5.457046474282198
570,GAM,1.127,35.0,5.452208667124147
1169,GAM,1.119,36.0,5.413506209859734
2436,GAM,1.118,37.0,5.408668402701682
1423,GAM,1.108,38.0,5.360290331121167
2110,GAM,1.104,39.0,5.34093910248896
1377,GAM,1.101,40.0,5.326425681014805
1681,GAM,1.099,41.0,5.3167500666987015
297,GAM,1.084,42.0,5.2441829593279286
1040,GAM,1.08,43.0,5.224831730695722
1371,GAM,1.077,44.0,5.210318309221567
1121,GAM,1.073,45.0,5.19096708058936
294,GAM,1.062,46.0,5.137751201850793
220,GAM,1.038,47.0,5.021643830057554
1758,GAM,1.031,48.0,4.987779179951193
127,GAM,1.03,49.0,4.9829413727931415
606,GAM,1.03,49.0,4.9829413727931415
1597,GAM,1.025,51.0,4.958752337002883
1837,GAM,1.021,52.0,4.939401108370677
1484,GAM,1.018,53.0,4.924887686896523
1185,GAM,1.006,54.0,4.866834000999903
306,GAM,1.003,55.0,4.852320579525748
636,GAM,1.0,56.0,4.837807158051594
84,GAM,0.998,57.0,4.82813154373549
2209,GAM,0.995,58.0,4.813618122261336
149,GAM,0.993,59.0,4.803942507945233
2029,GAM,0.99,60.0,4.789429086471078
748,GAM,0.987,61.0,4.774915664996923
318,GAM,0.98,62.0,4.741051014890562
1469,GAM,0.977,63.0,4.726537593416407
815,GAM,0.97,64.0,4.692672943310046
638,GAM,0.96,65.0,4.64429487172953
1355,GAM,0.959,66.0,4.639457064571478
2047,GAM,0.952,67.0,4.605592414465117
1412,GAM,0.946,68.0,4.576565571516808
2648,GAM,0.943,69.0,4.5620521500426525
1729,GAM,0.93,70.0,4.499160656987983
761,GAM,0.929,71.0,4.494322849829931
955,GAM,0.928,72.0,4.4894850426718795
1649,GAM,0.921,73.0,4.4556203925655185
1025,GAM,0.92,74.0,4.450782585407467
1413,GAM,0.916,75.0,4.43143135677526
2541,GAM,0.914,76.0,4.421755742459157
1010,GAM,0.91,77.0,4.4024045138269505
425,GAM,0.909,78.0,4.397566706668899
1238,GAM,0.902,79.0,4.363702056562538
1151,GAM,0.897,80.0,4.33951302077228
1255,GAM,0.894,81.0,4.324999599298125
2758,GAM,0.894,81.0,4.324999599298125
556,GAM,0.889,83.0,4.300810563507867
1572,GAM,0.889,83.0,4.300810563507867
2257,GAM,0.889,83.0,4.300810563507867
1468,GAM,0.878,86.0,4.247594684769299
818,GAM,0.874,87.0,4.228243456137093
2443,GAM,0.874,87.0,4.228243456137093
