Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
900,GAM,1.61,1.0,8.444935213763193
2177,GAM,1.487,2.0,7.799763144637185
294,GAM,1.388,3.0,7.280478308511373
2583,GAM,1.292,4.0,6.776929376510587
2436,GAM,1.28,5.0,6.713985760010489
539,GAM,1.272,6.0,6.6720233490104235
1837,GAM,1.256,7.0,6.588098527010292
1910,GAM,1.231,8.0,6.456965992635088
748,GAM,1.211,9.0,6.352059965134924
2648,GAM,1.193,10.0,6.257644540384776
2486,GAM,1.166,11.0,6.116021403259555
527,GAM,1.165,12.0,6.110776101884547
2404,GAM,1.163,13.0,6.1002854991345306
522,GAM,1.162,14.0,6.095040197759522
2300,GAM,1.135,15.0,5.953417060634301
1530,GAM,1.131,16.0,5.932435855134268
570,GAM,1.108,17.0,5.81179392350908
2004,GAM,1.104,18.0,5.790812718009047
2085,GAM,1.092,19.0,5.727869101508949
2724,GAM,1.092,19.0,5.727869101508949
96,GAM,1.086,21.0,5.6963972932589
1749,GAM,1.086,21.0,5.6963972932589
2318,GAM,1.073,23.0,5.628208375383792
2110,GAM,1.056,24.0,5.539038252008654
318,GAM,1.053,25.0,5.523302347883629
581,GAM,1.049,26.0,5.502321142383596
2188,GAM,1.049,26.0,5.502321142383596
1129,GAM,1.048,28.0,5.497075841008588
220,GAM,1.038,29.0,5.444622827258506
1412,GAM,1.038,29.0,5.444622827258506
1597,GAM,1.037,31.0,5.439377525883497
2047,GAM,1.037,31.0,5.439377525883497
885,GAM,1.025,33.0,5.376433909383398
955,GAM,1.014,34.0,5.318735594258309
1853,GAM,1.011,35.0,5.302999690133284
2029,GAM,0.999,36.0,5.240056073633186
2130,GAM,0.997,37.0,5.22956547088317
2731,GAM,0.993,38.0,5.208584265383137
1692,GAM,0.985,39.0,5.166621854383071
1484,GAM,0.979,40.0,5.135150046133022
761,GAM,0.977,41.0,5.124659443383006
2689,GAM,0.973,42.0,5.103678237882973
84,GAM,0.96,43.0,5.0354893200078665
2432,GAM,0.959,44.0,5.0302440186328585
2584,GAM,0.959,44.0,5.0302440186328585
1680,GAM,0.957,46.0,5.019753415882842
1697,GAM,0.954,47.0,5.004017511757818
2158,GAM,0.951,48.0,4.988281607632793
1185,GAM,0.948,49.0,4.972545703507768
606,GAM,0.947,50.0,4.96730040213276
1885,GAM,0.946,51.0,4.962055100757752
2422,GAM,0.945,52.0,4.956809799382744
193,GAM,0.939,53.0,4.925337991132694
307,GAM,0.936,54.0,4.90960208700767
2290,GAM,0.93,55.0,4.878130278757621
476,GAM,0.926,56.0,4.857149073257588
1572,GAM,0.926,56.0,4.857149073257588
951,GAM,0.924,58.0,4.846658470507572
1355,GAM,0.921,59.0,4.830922566382547
740,GAM,0.907,60.0,4.7574883471324325
1243,GAM,0.902,61.0,4.731261840257392
2090,GAM,0.897,62.0,4.705035333382351
100,GAM,0.896,63.0,4.699790032007343
149,GAM,0.887,64.0,4.652582319632269
1681,GAM,0.886,65.0,4.64733701825726
2651,GAM,0.884,66.0,4.636846415507244
160,GAM,0.883,67.0,4.631601114132236
2022,GAM,0.882,68.0,4.626355812757228
1879,GAM,0.879,69.0,4.610619908632203
35,GAM,0.877,70.0,4.600129305882186
1758,GAM,0.875,71.0,4.58963870313217
775,GAM,0.868,72.0,4.552921593507112
