Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
1129,GAM,1.941,1.0,8.854663506799106
193,GAM,1.94,2.0,8.850101598758508
522,GAM,1.817,3.0,8.288986909765057
2130,GAM,1.777,4.0,8.10651058814117
96,GAM,1.695,5.0,7.732434128812203
900,GAM,1.69,6.0,7.709624588609216
2188,GAM,1.659,7.0,7.568205439350705
294,GAM,1.635,8.0,7.458719646376372
287,GAM,1.586,9.0,7.2351861523871115
1530,GAM,1.544,10.0,7.04358601468203
1910,GAM,1.501,11.0,6.847423968936351
2436,GAM,1.471,12.0,6.710566727718437
511,GAM,1.456,13.0,6.642138107109479
2300,GAM,1.454,14.0,6.633014291028284
1172,GAM,1.45,15.0,6.6147666588658955
2404,GAM,1.411,16.0,6.436852245282607
581,GAM,1.378,17.0,6.286309279942899
1837,GAM,1.348,18.0,6.149452038724985
2158,GAM,1.292,19.0,5.893985188451543
127,GAM,1.27,20.0,5.793623211558406
1697,GAM,1.254,21.0,5.7206326829088505
539,GAM,1.248,22.0,5.693261234665267
100,GAM,1.234,23.0,5.6293945220969075
1614,GAM,1.224,24.0,5.5837754416909355
307,GAM,1.202,25.0,5.483413464797798
748,GAM,1.202,25.0,5.483413464797798
2486,GAM,1.193,27.0,5.442356292432423
638,GAM,1.185,28.0,5.405861028107647
1681,GAM,1.183,29.0,5.396737212026452
1871,GAM,1.166,30.0,5.319184775336299
2259,GAM,1.163,31.0,5.305499051214508
1758,GAM,1.162,32.0,5.300937143173911
679,GAM,1.148,33.0,5.23707043060555
2177,GAM,1.139,34.0,5.196013258240177
1009,GAM,1.133,35.0,5.168641809996593
70,GAM,1.127,36.0,5.14127036175301
527,GAM,1.123,37.0,5.123022729590621
2584,GAM,1.122,38.0,5.118460821550025
1185,GAM,1.113,39.0,5.0774036491846495
1972,GAM,1.11,40.0,5.063717925062859
149,GAM,1.105,41.0,5.040908384859873
2274,GAM,1.099,42.0,5.01353693661629
885,GAM,1.094,43.0,4.990727396413304
69,GAM,1.082,44.0,4.935984499926138
740,GAM,1.074,45.0,4.899489235601361
2583,GAM,1.051,46.0,4.794565350667625
2690,GAM,1.051,46.0,4.794565350667625
318,GAM,1.045,48.0,4.767193902424042
1169,GAM,1.042,49.0,4.753508178302251
84,GAM,1.027,50.0,4.685079557693292
476,GAM,1.023,51.0,4.6668319255309045
570,GAM,1.02,52.0,4.653146201409113
1597,GAM,1.01,53.0,4.607527121003141
1885,GAM,1.008,54.0,4.598403304921947
763,GAM,1.006,55.0,4.589279488840753
1070,GAM,1.004,56.0,4.580155672759559
2295,GAM,0.997,57.0,4.548222316475378
1692,GAM,0.996,58.0,4.543660408434781
2110,GAM,0.993,59.0,4.5299746843129896
220,GAM,0.988,60.0,4.507165144110004
818,GAM,0.984,61.0,4.488917511947615
2648,GAM,0.977,62.0,4.456984155663434
297,GAM,0.973,63.0,4.438736523501046
425,GAM,0.973,63.0,4.438736523501046
761,GAM,0.971,65.0,4.429612707419851
2099,GAM,0.968,66.0,4.41592698329806
1729,GAM,0.965,67.0,4.402241259176269
1010,GAM,0.954,68.0,4.3520602707297
1649,GAM,0.954,68.0,4.3520602707297
1412,GAM,0.941,70.0,4.292755466201936
2339,GAM,0.935,71.0,4.265384017958354
