Site,Reference_Model,Average_Relative_Error,Rank,Mean_over_SDofMean
2584,GAM,1.942,1.0,8.924091159715767
522,GAM,1.663,2.0,7.64199979330964
2436,GAM,1.657,3.0,7.614427935967573
1530,GAM,1.614,4.0,7.416829625016091
96,GAM,1.611,5.0,7.403043696345057
2188,GAM,1.554,6.0,7.141111051595419
100,GAM,1.543,7.0,7.090562646468295
2158,GAM,1.508,8.0,6.929726811972903
1169,GAM,1.5,9.0,6.8929643355168135
2300,GAM,1.479,10.0,6.796462834819578
1972,GAM,1.474,11.0,6.773486287034522
193,GAM,1.47,12.0,6.7551050488064766
1009,GAM,1.451,13.0,6.667794167223264
539,GAM,1.438,14.0,6.608055142982118
2404,GAM,1.436,15.0,6.598864523868095
900,GAM,1.43,16.0,6.571292666526028
2274,GAM,1.395,17.0,6.410456832030636
2318,GAM,1.355,18.0,6.226644449750188
1476,GAM,1.343,19.0,6.171500735066053
2085,GAM,1.337,20.0,6.143928877723986
2724,GAM,1.335,21.0,6.134738258609963
1360,GAM,1.328,22.0,6.102571091710885
1129,GAM,1.311,23.0,6.024450829241695
2130,GAM,1.303,24.0,5.987688352785605
1371,GAM,1.301,25.0,5.978497733671582
1423,GAM,1.296,26.0,5.955521185886527
1413,GAM,1.294,27.0,5.946330566772504
1503,GAM,1.286,28.0,5.909568090316415
2004,GAM,1.278,29.0,5.872805613860325
2110,GAM,1.253,30.0,5.757922874935044
287,GAM,1.25,31.0,5.744136946264011
527,GAM,1.245,32.0,5.721160398478955
1121,GAM,1.216,33.0,5.58789642132563
2486,GAM,1.211,34.0,5.564919873540574
2209,GAM,1.21,35.0,5.560324563983563
1040,GAM,1.205,36.0,5.537348016198507
955,GAM,1.182,37.0,5.431655896387248
1910,GAM,1.171,38.0,5.381107491260126
1749,GAM,1.166,39.0,5.358130943475069
160,GAM,1.164,40.0,5.348940324361046
606,GAM,1.162,41.0,5.339749705247025
307,GAM,1.145,42.0,5.261629442777834
581,GAM,1.144,43.0,5.257034133220823
748,GAM,1.133,44.0,5.2064857280937
556,GAM,1.122,45.0,5.155937322966577
1114,GAM,1.122,45.0,5.155937322966577
318,GAM,1.121,47.0,5.151342013409565
294,GAM,1.117,48.0,5.1329607751815205
2541,GAM,1.115,49.0,5.123770156067498
2758,GAM,1.106,50.0,5.0824123700543975
2177,GAM,1.1,51.0,5.05484051271233
2648,GAM,1.089,52.0,5.004292107585206
761,GAM,1.064,53.0,4.889409368659926
1697,GAM,1.06,54.0,4.871028130431881
39,GAM,1.059,55.0,4.86643282087487
2259,GAM,1.056,56.0,4.852646892203837
511,GAM,1.053,57.0,4.838860963532802
84,GAM,1.046,58.0,4.806693796633724
1172,GAM,1.045,59.0,4.802098487076713
1185,GAM,1.044,60.0,4.797503177519702
1377,GAM,1.042,61.0,4.788312558405679
1355,GAM,1.041,62.0,4.783717248848668
476,GAM,1.04,63.0,4.779121939291657
1484,GAM,1.033,64.0,4.746954772392578
1681,GAM,1.029,65.0,4.728573534164534
815,GAM,1.016,66.0,4.668834509923388
1311,GAM,1.011,67.0,4.645857962138332
636,GAM,1.008,68.0,4.632072033467298
1572,GAM,1.006,69.0,4.622881414353276
1010,GAM,1.004,70.0,4.613690795239253
1758,GAM,1.004,70.0,4.613690795239253
2047,GAM,1.002,72.0,4.6045001761252315
1412,GAM,0.994,73.0,4.5677376996691414
1243,GAM,0.989,74.0,4.544761151884085
1837,GAM,0.977,75.0,4.489617437199951
818,GAM,0.974,76.0,4.475831508528917
1614,GAM,0.969,77.0,4.452854960743861
1885,GAM,0.964,78.0,4.429878412958805
149,GAM,0.952,79.0,4.37473469827467
797,GAM,0.944,80.0,4.337972221818581
714,GAM,0.943,81.0,4.33337691226157
1871,GAM,0.938,82.0,4.310400364476513
1729,GAM,0.937,83.0,4.305805054919503
570,GAM,0.929,84.0,4.269042578463413
885,GAM,0.919,85.0,4.223089482893301
1778,GAM,0.912,86.0,4.190922315994222
1469,GAM,0.906,87.0,4.163350458652156
2022,GAM,0.9,88.0,4.135778601310088
1096,GAM,0.889,89.0,4.085230196182964
306,GAM,0.884,90.0,4.062253648397909
425,GAM,0.88,91.0,4.043872410169864
2690,GAM,0.877,92.0,4.03008648149883
844,GAM,0.871,93.0,4.002514624156762
1649,GAM,0.871,93.0,4.002514624156762
2583,GAM,0.869,95.0,3.9933240050427403
2731,GAM,0.869,95.0,3.9933240050427403
220,GAM,0.865,97.0,3.9749427668146957
1597,GAM,0.864,98.0,3.9703474572576845
679,GAM,0.857,99.0,3.938180290358606
1692,GAM,0.857,99.0,3.938180290358606
176,GAM,0.856,101.0,3.933584980801595
143,GAM,0.852,102.0,3.9152037425735498
1361,GAM,0.843,103.0,3.873845956560449
297,GAM,0.842,104.0,3.8692506470034376
1853,GAM,0.842,104.0,3.8692506470034376
775,GAM,0.84,106.0,3.860060027889415
